"YEAR","MONTH","CODE","ACE_CODE","NAME","ID","TTF_FLT","DURATION","CFMU_DURATION","CFMU_DISTANCE","UNIT_KIND","UNIT_PRU_TYPE","TDM_15_ERT_NA","TDM_15","TDF_15_ERT_NA","TDF_15_ARP","TDF_15"
2014,9,"FINLAND CAA","FINLAND CAA","Finavia",13,20754,581894,581894,3131648,"ANSP","ANSP",0,169,0,7,7
2014,12,"FINLAND CAA","FINLAND CAA","Finavia",13,17782,495321,495321,2739253,"ANSP","ANSP",0,0,0,,0
2014,11,"FINLAND CAA","FINLAND CAA","Finavia",13,18418,522434,522434,2832544,"ANSP","ANSP",16751,17394,709,28,737
2015,4,"FINLAND CAA","FINLAND CAA","Finavia",13,18901,522027,522027,2834800,"ANSP","ANSP",0,1712,0,61,61
2014,8,"FYROM CAA","FYROM CAA","M-NAV",14,20879,207727,207727,1495727,"ANSP","ANSP",0,0,0,,0
2014,7,"FYROM CAA","FYROM CAA","M-NAV",14,20376,201369,201369,1449334,"ANSP","ANSP",0,0,0,,0
2014,10,"FYROM CAA","FYROM CAA","M-NAV",14,15434,157326,157326,1124594,"ANSP","ANSP",0,0,0,,0
2014,2,"FYROM CAA","FYROM CAA","M-NAV",14,4458,43520,43520,288324,"ANSP","ANSP",0,0,0,,0
2014,3,"FYROM CAA","FYROM CAA","M-NAV",14,5346,52346,52346,347423,"ANSP","ANSP",0,0,0,,0
2015,1,"FYROM CAA","FYROM CAA","M-NAV",14,6897,69358,69358,477212,"ANSP","ANSP",0,0,0,,0
2015,2,"FYROM CAA","FYROM CAA","M-NAV",14,5927,60428,60428,415884,"ANSP","ANSP",0,0,0,,0
2014,4,"FYROM CAA","FYROM CAA","M-NAV",14,8900,88284,88284,610264,"ANSP","ANSP",0,0,0,,0
2014,1,"FYROM CAA","FYROM CAA","M-NAV",14,5031,48843,48843,325174,"ANSP","ANSP",0,0,0,,0
2014,5,"FYROM CAA","FYROM CAA","M-NAV",14,14364,142894,142894,1013362,"ANSP","ANSP",0,0,0,,0
2014,6,"FYROM CAA","FYROM CAA","M-NAV",14,17394,173581,173581,1237041,"ANSP","ANSP",0,0,0,,0
2014,9,"FYROM CAA","FYROM CAA","M-NAV",14,18103,180978,180978,1301991,"ANSP","ANSP",456,456,21,,21
2015,3,"FYROM CAA","FYROM CAA","M-NAV",14,7398,74325,74325,518906,"ANSP","ANSP",0,0,0,,0
2014,12,"FYROM CAA","FYROM CAA","M-NAV",14,7750,79263,79263,544067,"ANSP","ANSP",0,0,0,,0
2014,11,"FYROM CAA","FYROM CAA","M-NAV",14,8345,84183,84183,589975,"ANSP","ANSP",0,0,0,,0
2015,4,"FYROM CAA","FYROM CAA","M-NAV",14,9197,92790,92790,650209,"ANSP","ANSP",0,0,0,,0
2014,10,"HCAA","HCAA","HCAA",15,62773,2709580,2709580,18355929,"ANSP","ANSP",7908,14731,320,225,545
2015,3,"HCAA","HCAA","HCAA",15,39644,1796069,1796069,12225491,"ANSP","ANSP",0,284,0,9,9
2015,2,"HCAA","HCAA","HCAA",15,32764,1490431,1490431,10142152,"ANSP","ANSP",106,106,5,0,5
2015,1,"HCAA","HCAA","HCAA",15,36587,1663526,1663526,11245304,"ANSP","ANSP",0,0,0,0,0
2014,2,"HCAA","HCAA","HCAA",15,29028,1332179,1332179,8882228,"ANSP","ANSP",0,0,0,,0
2014,3,"HCAA","HCAA","HCAA",15,34325,1575578,1575578,10568964,"ANSP","ANSP",587,587,23,,23
2014,1,"HCAA","HCAA","HCAA",15,31640,1469622,1469622,9779289,"ANSP","ANSP",0,0,0,,0
2014,4,"HCAA","HCAA","HCAA",15,45738,1988375,1988375,13271095,"ANSP","ANSP",0,447,0,17,17
2014,5,"HCAA","HCAA","HCAA",15,62856,2625691,2625691,17524038,"ANSP","ANSP",11999,22985,453,385,838
2014,6,"HCAA","HCAA","HCAA",15,75467,3065813,3065813,20488976,"ANSP","ANSP",21607,59966,821,1170,1991
2014,7,"HCAA","HCAA","HCAA",15,87696,3504256,3504256,23651814,"ANSP","ANSP",37328,94026,1374,1737,3111
2014,8,"HCAA","HCAA","HCAA",15,94087,3784461,3784461,25733962,"ANSP","ANSP",104292,169807,3927,1950,5877
2014,9,"HCAA","HCAA","HCAA",15,78012,3204535,3204535,21596196,"ANSP","ANSP",36867,62397,1383,790,2173
2014,12,"HCAA","HCAA","HCAA",15,37324,1755163,1755163,11856101,"ANSP","ANSP",0,329,0,12,12
2014,11,"HCAA","HCAA","HCAA",15,38831,1797428,1797428,12264740,"ANSP","ANSP",1005,1028,28,1,29
2015,4,"HCAA","HCAA","HCAA",15,50443,2203755,2203755,14724178,"ANSP","ANSP",0,45,0,2,2
2014,2,"HUNGAROCONTROL","HUNGAROCONTROL","HungaroControl",16,36171,699021,699021,4793516,"ANSP","ANSP",0,0,0,,0
2014,3,"HUNGAROCONTROL","HUNGAROCONTROL","HungaroControl",16,41798,798531,798531,5495285,"ANSP","ANSP",0,0,0,,0
2015,1,"HUNGAROCONTROL","HUNGAROCONTROL","HungaroControl",16,46154,862045,862045,6012404,"ANSP","ANSP",0,0,0,,0
2014,1,"HUNGAROCONTROL","HUNGAROCONTROL","HungaroControl",16,39374,774089,774089,5277872,"ANSP","ANSP",301,342,11,2,13
2014,4,"HUNGAROCONTROL","HUNGAROCONTROL","HungaroControl",16,48332,918672,918672,6372577,"ANSP","ANSP",0,0,0,,0
2015,2,"HUNGAROCONTROL","HUNGAROCONTROL","HungaroControl",16,41456,764990,764990,5347836,"ANSP","ANSP",0,0,0,,0
2014,5,"HUNGAROCONTROL","HUNGAROCONTROL","HungaroControl",16,57030,1061467,1061467,7411189,"ANSP","ANSP",0,0,0,,0
2014,7,"HUNGAROCONTROL","HUNGAROCONTROL","HungaroControl",16,76791,1369661,1369661,9698100,"ANSP","ANSP",652,652,22,,22
2014,6,"HUNGAROCONTROL","HUNGAROCONTROL","HungaroControl",16,64946,1193430,1193430,8343491,"ANSP","ANSP",0,0,0,,0
2014,9,"HUNGAROCONTROL","HUNGAROCONTROL","HungaroControl",16,71059,1287040,1287040,9113180,"ANSP","ANSP",0,0,0,,0
2014,10,"HUNGAROCONTROL","HUNGAROCONTROL","HungaroControl",16,62045,1142855,1142855,8003526,"ANSP","ANSP",0,0,0,,0
2014,8,"HUNGAROCONTROL","HUNGAROCONTROL","HungaroControl",16,79414,1427567,1427567,10106640,"ANSP","ANSP",0,0,0,,0
2014,11,"HUNGAROCONTROL","HUNGAROCONTROL","HungaroControl",16,47689,899412,899412,6253742,"ANSP","ANSP",0,0,0,,0
2014,12,"HUNGAROCONTROL","HUNGAROCONTROL","HungaroControl",16,45014,845399,845399,5867870,"ANSP","ANSP",0,0,0,,0
2015,3,"HUNGAROCONTROL","HUNGAROCONTROL","HungaroControl",16,49139,901585,901585,6308869,"ANSP","ANSP",0,0,0,,0
2015,4,"HUNGAROCONTROL","HUNGAROCONTROL","HungaroControl",16,55444,1025756,1025756,7123609,"ANSP","ANSP",0,0,0,,0
2015,3,"IAA","IAA","IAA",17,41521,1256674,1256674,8696428,"ANSP","ANSP",0,432,0,16,16
2015,2,"IAA","IAA","IAA",17,35606,1063851,1063851,7333924,"ANSP","ANSP",0,2861,0,78,78
2014,2,"IAA","IAA","IAA",17,32751,1000625,1000625,6906149,"ANSP","ANSP",0,254,0,8,8
2014,3,"IAA","IAA","IAA",17,40296,1261346,1261346,8808980,"ANSP","ANSP",0,0,0,,0
2015,1,"IAA","IAA","IAA",17,37380,1122771,1122771,7780237,"ANSP","ANSP",0,219,0,7,7
2014,1,"IAA","IAA","IAA",17,35621,1072465,1072465,7441576,"ANSP","ANSP",0,0,0,,0
2014,4,"IAA","IAA","IAA",17,44651,1389554,1389554,9709988,"ANSP","ANSP",0,204,0,8,8
2014,5,"IAA","IAA","IAA",17,50156,1583143,1583143,11026743,"ANSP","ANSP",0,0,0,,0
2014,6,"IAA","IAA","IAA",17,52752,1687317,1687317,11849169,"ANSP","ANSP",0,0,0,,0
2014,7,"IAA","IAA","IAA",17,53105,1659016,1659016,11701590,"ANSP","ANSP",0,496,0,15,15
2014,9,"IAA","IAA","IAA",17,49927,1563817,1563817,10934616,"ANSP","ANSP",0,698,0,30,30
2014,10,"IAA","IAA","IAA",17,48152,1461831,1461831,10189536,"ANSP","ANSP",0,469,0,19,19
2014,8,"IAA","IAA","IAA",17,51268,1588963,1588963,11233785,"ANSP","ANSP",0,100,0,5,5
2014,11,"IAA","IAA","IAA",17,39412,1168765,1168765,8121721,"ANSP","ANSP",0,1317,0,38,38
2014,12,"IAA","IAA","IAA",17,38857,1158071,1158071,8074255,"ANSP","ANSP",0,0,0,,0
2015,4,"IAA","IAA","IAA",17,47140,1456358,1456358,10071381,"ANSP","ANSP",0,0,0,,0
2014,8,"LGS","LGS","LGS",18,23935,438430,438430,2912546,"ANSP","ANSP",0,0,0,,0
2014,10,"LGS","LGS","LGS",18,20993,395484,395484,2654558,"ANSP","ANSP",0,0,0,,0
2015,3,"LGS","LGS","LGS",18,18292,361970,361970,2410785,"ANSP","ANSP",0,0,0,,0
2015,1,"LGS","LGS","LGS",18,17405,349021,349021,2326225,"ANSP","ANSP",0,0,0,,0
2014,3,"LGS","LGS","LGS",18,17903,345578,345578,2273400,"ANSP","ANSP",0,0,0,,0
2014,2,"LGS","LGS","LGS",18,15493,305657,305657,2016429,"ANSP","ANSP",0,0,0,,0
2014,1,"LGS","LGS","LGS",18,17746,353836,353836,2329731,"ANSP","ANSP",0,0,0,,0
2014,4,"LGS","LGS","LGS",18,19193,357420,357420,2350753,"ANSP","ANSP",0,0,0,,0
2015,2,"LGS","LGS","LGS",18,15682,315357,315357,2100211,"ANSP","ANSP",0,0,0,,0
2014,5,"LGS","LGS","LGS",18,21888,401750,401750,2664313,"ANSP","ANSP",0,0,0,,0
2014,6,"LGS","LGS","LGS",18,22754,415012,415012,2759915,"ANSP","ANSP",0,0,0,,0
2014,7,"LGS","LGS","LGS",18,24007,436396,436396,2894119,"ANSP","ANSP",0,0,0,,0
2014,9,"LGS","LGS","LGS",18,22321,406060,406060,2711496,"ANSP","ANSP",0,0,0,,0
2014,12,"LGS","LGS","LGS",18,16923,334777,334777,2223128,"ANSP","ANSP",0,0,0,,0
2014,11,"LGS","LGS","LGS",18,17415,336087,336087,2243586,"ANSP","ANSP",0,0,0,,0
2015,4,"LGS","LGS","LGS",18,19895,392050,392050,2577530,"ANSP","ANSP",0,0,0,,0
2015,3,"LPS","LPS","LPS",19,31181,390113,390113,2727160,"ANSP","ANSP",0,0,0,,0
2014,2,"LPS","LPS","LPS",19,23806,330282,330282,2310381,"ANSP","ANSP",0,0,0,,0
2014,3,"LPS","LPS","LPS",19,27501,378637,378637,2634744,"ANSP","ANSP",0,0,0,,0
2015,1,"LPS","LPS","LPS",19,29327,373981,373981,2648383,"ANSP","ANSP",0,0,0,,0
2014,4,"LPS","LPS","LPS",19,30967,410977,410977,2886574,"ANSP","ANSP",0,0,0,,0
2014,1,"LPS","LPS","LPS",19,26878,399185,399185,2812505,"ANSP","ANSP",41,41,2,,2
2014,5,"LPS","LPS","LPS",19,37553,484933,484933,3423206,"ANSP","ANSP",277,277,13,,13
2014,6,"LPS","LPS","LPS",19,43499,549369,549369,3899775,"ANSP","ANSP",3897,3897,153,,153
2014,7,"LPS","LPS","LPS",19,51461,618942,618942,4411353,"ANSP","ANSP",8902,8902,370,,370
2014,8,"LPS","LPS","LPS",19,52071,616301,616301,4398102,"ANSP","ANSP",19685,19685,813,,813
2014,10,"LPS","LPS","LPS",19,39055,480853,480853,3387693,"ANSP","ANSP",835,835,31,,31
2014,9,"LPS","LPS","LPS",19,45551,551607,551607,3886295,"ANSP","ANSP",8588,8588,364,,364
2014,11,"LPS","LPS","LPS",19,29413,373344,373344,2614879,"ANSP","ANSP",0,0,0,,0
2014,12,"LPS","LPS","LPS",19,28135,359256,359256,2526269,"ANSP","ANSP",0,0,0,,0
2015,2,"LPS","LPS","LPS",19,26366,334834,334834,2324271,"ANSP","ANSP",0,0,0,,0
2015,4,"LPS","LPS","LPS",19,34057,417034,417034,2913587,"ANSP","ANSP",0,0,0,,0
2014,7,"LVNL","LVNL","LVNL",20,52665,839975,839975,3571260,"ANSP","ANSP",9768,44107,399,807,1206
2015,3,"LVNL","LVNL","LVNL",20,45885,753281,753281,3034058,"ANSP","ANSP",748,136978,35,2763,2798
2014,2,"LVNL","LVNL","LVNL",20,38981,668124,668124,2565360,"ANSP","ANSP",1114,8779,51,361,412
2014,3,"LVNL","LVNL","LVNL",20,45267,729715,729715,2969929,"ANSP","ANSP",2446,15299,91,606,697
2015,1,"LVNL","LVNL","LVNL",20,41111,687938,687938,2738802,"ANSP","ANSP",1810,80329,76,1982,2058
2014,1,"LVNL","LVNL","LVNL",20,40835,680962,680962,2694325,"ANSP","ANSP",1156,5772,53,228,281
2015,2,"LVNL","LVNL","LVNL",20,39842,642939,642939,2633757,"ANSP","ANSP",2263,24812,112,941,1053
2014,4,"LVNL","LVNL","LVNL",20,47195,748963,748963,3118669,"ANSP","ANSP",3807,31861,159,848,1007
2014,6,"LVNL","LVNL","LVNL",20,50780,814950,814950,3418703,"ANSP","ANSP",6499,18046,270,509,779
2014,5,"LVNL","LVNL","LVNL",20,51169,817903,817903,3391565,"ANSP","ANSP",5403,37017,240,979,1219
2014,10,"LVNL","LVNL","LVNL",20,51755,850311,850311,3484548,"ANSP","ANSP",3332,58253,143,1714,1857
2014,8,"LVNL","LVNL","LVNL",20,52024,829528,829528,3497595,"ANSP","ANSP",7227,25064,301,795,1096
2014,9,"LVNL","LVNL","LVNL",20,51624,819679,819679,3519983,"ANSP","ANSP",4612,30207,199,1006,1205
2014,11,"LVNL","LVNL","LVNL",20,43699,718484,718484,2925941,"ANSP","ANSP",1618,37802,79,1246,1325
2014,12,"LVNL","LVNL","LVNL",20,41811,693776,693776,2809641,"ANSP","ANSP",3422,71395,134,1815,1949
2015,4,"LVNL","LVNL","LVNL",20,48920,785377,785377,3290744,"ANSP","ANSP",1310,58246,53,1596,1649
2015,3,"MIA","MIA","MATS",21,7761,374221,374221,2400872,"ANSP","ANSP",0,0,0,,0
2015,1,"MIA","MIA","MATS",21,7026,351248,351248,2186534,"ANSP","ANSP",0,0,0,,0
2014,3,"MIA","MIA","MATS",21,8981,351357,351357,2369083,"ANSP","ANSP",0,0,0,,0
2014,2,"MIA","MIA","MATS",21,7624,291733,291733,2000946,"ANSP","ANSP",0,0,0,,0
2014,4,"MIA","MIA","MATS",21,9304,364715,364715,2339842,"ANSP","ANSP",0,0,0,,0
2014,1,"MIA","MIA","MATS",21,8194,317567,317567,2091597,"ANSP","ANSP",0,0,0,,0
2014,6,"MIA","MIA","MATS",21,10129,382218,382218,2467134,"ANSP","ANSP",0,0,0,,0
2014,7,"MIA","MIA","MATS",21,9435,361845,361845,2304647,"ANSP","ANSP",0,0,0,,0
2014,5,"MIA","MIA","MATS",21,9709,361177,361177,2325787,"ANSP","ANSP",0,0,0,,0
2014,9,"MIA","MIA","MATS",21,8312,342340,342340,2173619,"ANSP","ANSP",0,324,0,9,9
2014,8,"MIA","MIA","MATS",21,9178,354121,354121,2274328,"ANSP","ANSP",0,0,0,,0
2014,10,"MIA","MIA","MATS",21,8320,345242,345242,2220376,"ANSP","ANSP",0,0,0,,0
2014,12,"MIA","MIA","MATS",21,6301,297667,297667,1807522,"ANSP","ANSP",0,0,0,,0
2014,11,"MIA","MIA","MATS",21,6419,289120,289120,1820423,"ANSP","ANSP",0,264,0,2,2
2015,2,"MIA","MIA","MATS",21,6478,311407,311407,1988023,"ANSP","ANSP",0,0,0,,0
2015,4,"MIA","MIA","MATS",21,8803,396889,396889,2505549,"ANSP","ANSP",0,0,0,,0
2015,3,"MOLDATSA","MOLDATSA","MoldATSA",22,2924,41618,41618,244330,"ANSP","ANSP",0,0,0,,0
2014,2,"MOLDATSA","MOLDATSA","MoldATSA",22,4854,70614,70614,487292,"ANSP","ANSP",0,0,0,,0
2014,3,"MOLDATSA","MOLDATSA","MoldATSA",22,4882,74775,74775,513891,"ANSP","ANSP",0,0,0,,0
2015,1,"MOLDATSA","MOLDATSA","MoldATSA",22,2866,40230,40230,220873,"ANSP","ANSP",0,0,0,,0
2015,2,"MOLDATSA","MOLDATSA","MoldATSA",22,2461,34137,34137,194521,"ANSP","ANSP",0,0,0,,0
2014,1,"MOLDATSA","MOLDATSA","MoldATSA",22,5261,77639,77639,536594,"ANSP","ANSP",0,0,0,,0
2014,4,"MOLDATSA","MOLDATSA","MoldATSA",22,3870,54729,54729,341937,"ANSP","ANSP",0,0,0,,0
2014,6,"MOLDATSA","MOLDATSA","MoldATSA",22,6626,86680,86680,575025,"ANSP","ANSP",0,0,0,,0
2014,7,"MOLDATSA","MOLDATSA","MoldATSA",22,6081,79321,79321,515865,"ANSP","ANSP",0,0,0,,0
2014,5,"MOLDATSA","MOLDATSA","MoldATSA",22,5284,71631,71631,463706,"ANSP","ANSP",0,0,0,,0
2014,8,"MOLDATSA","MOLDATSA","MoldATSA",22,5258,69522,69522,436706,"ANSP","ANSP",0,0,0,,0
2014,10,"MOLDATSA","MOLDATSA","MoldATSA",22,3632,52375,52375,313181,"ANSP","ANSP",0,0,0,,0
2014,9,"MOLDATSA","MOLDATSA","MoldATSA",22,4503,61810,61810,380197,"ANSP","ANSP",0,0,0,,0
2014,11,"MOLDATSA","MOLDATSA","MoldATSA",22,3036,44350,44350,251740,"ANSP","ANSP",0,0,0,,0
2014,12,"MOLDATSA","MOLDATSA","MoldATSA",22,3011,43138,43138,242135,"ANSP","ANSP",0,0,0,,0
2015,4,"MOLDATSA","MOLDATSA","MoldATSA",22,3288,46857,46857,271406,"ANSP","ANSP",0,0,0,,0
2015,3,"MUAC","MUAC","MUAC",23,133052,2852361,2852361,20921159,"ANSP","ANSP",8211,8211,311,0,311
2015,1,"MUAC","MUAC","MUAC",23,120925,2604959,2604959,19038688,"ANSP","ANSP",898,898,37,0,37
2014,2,"MUAC","MUAC","MUAC",23,112448,2426553,2426553,17686467,"ANSP","ANSP",3809,3809,174,,174
2014,3,"MUAC","MUAC","MUAC",23,128870,2765475,2765475,20238227,"ANSP","ANSP",1261,1261,61,,61
2014,4,"MUAC","MUAC","MUAC",23,137323,2898214,2898214,21313621,"ANSP","ANSP",18456,18456,854,,854
2014,1,"MUAC","MUAC","MUAC",23,118749,2583513,2583513,18841043,"ANSP","ANSP",50,50,2,,2
2014,5,"MUAC","MUAC","MUAC",23,153312,3208432,3208432,23594945,"ANSP","ANSP",31092,31092,1212,,1212
2014,6,"MUAC","MUAC","MUAC",23,154890,3249489,3249489,24023622,"ANSP","ANSP",75215,75215,2841,,2841
2015,2,"MUAC","MUAC","MUAC",23,115624,2481353,2481353,18173994,"ANSP","ANSP",2248,2248,108,0,108
2014,7,"MUAC","MUAC","MUAC",23,159415,3320588,3320588,24675403,"ANSP","ANSP",38840,38840,1467,,1467
2014,8,"MUAC","MUAC","MUAC",23,155084,3188225,3188225,23635477,"ANSP","ANSP",12881,12881,525,,525
2014,9,"MUAC","MUAC","MUAC",23,152978,3152310,3152310,23388997,"ANSP","ANSP",2929,2929,130,,130
2014,10,"MUAC","MUAC","MUAC",23,151602,3174567,3174567,23320985,"ANSP","ANSP",914,914,39,,39
2014,12,"MUAC","MUAC","MUAC",23,120268,2581753,2581753,18834053,"ANSP","ANSP",1351,1351,60,,60
2014,11,"MUAC","MUAC","MUAC",23,126246,2691405,2691405,19717583,"ANSP","ANSP",225,225,12,,12
2015,4,"MUAC","MUAC","MUAC",23,141972,3011174,3011174,22068276,"ANSP","ANSP",30753,30753,1342,0,1342
2015,3,"NATA ALBANIA","NATA ALBANIA","Albcontrol",24,11984,149371,149371,1073770,"ANSP","ANSP",0,0,0,,0
2015,2,"NATA ALBANIA","NATA ALBANIA","Albcontrol",24,10210,127123,127123,911721,"ANSP","ANSP",0,0,0,,0
2014,2,"NATA ALBANIA","NATA ALBANIA","Albcontrol",24,9788,118814,118814,842267,"ANSP","ANSP",0,0,0,,0
2014,3,"NATA ALBANIA","NATA ALBANIA","Albcontrol",24,11609,143362,143362,1015460,"ANSP","ANSP",0,0,0,,0
2015,1,"NATA ALBANIA","NATA ALBANIA","Albcontrol",24,11342,139874,139874,997485,"ANSP","ANSP",0,0,0,,0
2014,4,"NATA ALBANIA","NATA ALBANIA","Albcontrol",24,14169,176670,176670,1263537,"ANSP","ANSP",0,0,0,,0
2014,1,"NATA ALBANIA","NATA ALBANIA","Albcontrol",24,11229,136478,136478,961426,"ANSP","ANSP",0,0,0,,0
2014,5,"NATA ALBANIA","NATA ALBANIA","Albcontrol",24,18518,234776,234776,1687754,"ANSP","ANSP",0,0,0,,0
2014,6,"NATA ALBANIA","NATA ALBANIA","Albcontrol",24,20615,267192,267192,1918540,"ANSP","ANSP",0,0,0,,0
2014,7,"NATA ALBANIA","NATA ALBANIA","Albcontrol",24,23790,303889,303889,2201756,"ANSP","ANSP",0,0,0,,0
2014,8,"NATA ALBANIA","NATA ALBANIA","Albcontrol",24,25671,329928,329928,2392586,"ANSP","ANSP",0,0,0,,0
2014,9,"NATA ALBANIA","NATA ALBANIA","Albcontrol",24,21351,275090,275090,1978659,"ANSP","ANSP",0,383,0,8,8
2014,10,"NATA ALBANIA","NATA ALBANIA","Albcontrol",24,17554,223592,223592,1603565,"ANSP","ANSP",0,0,0,,0
2014,11,"NATA ALBANIA","NATA ALBANIA","Albcontrol",24,12156,151568,151568,1083242,"ANSP","ANSP",0,0,0,,0
2014,12,"NATA ALBANIA","NATA ALBANIA","Albcontrol",24,11949,147369,147369,1048654,"ANSP","ANSP",0,0,0,,0
2015,4,"NATA ALBANIA","NATA ALBANIA","Albcontrol",24,15384,195413,195413,1392154,"ANSP","ANSP",0,0,0,,0
2014,7,"AVINOR_CONT","NATAM","Avinor (Continental)",25,53785,1899239,1899239,9456758,"ANSP","ANSP",188,3587,10,118,128
2015,3,"AVINOR_CONT","NATAM","Avinor (Continental)",25,49916,1843147,1843147,8796733,"ANSP","ANSP",147,15551,4,284,288
2014,2,"AVINOR_CONT","NATAM","Avinor (Continental)",25,45287,1691433,1691433,7944338,"ANSP","ANSP",0,3809,0,159,159
2014,3,"AVINOR_CONT","NATAM","Avinor (Continental)",25,52464,1963342,1963342,9314455,"ANSP","ANSP",615,2828,29,99,128
2014,1,"AVINOR_CONT","NATAM","Avinor (Continental)",25,48575,1793482,1793482,8466603,"ANSP","ANSP",0,27753,0,842,842
2015,2,"AVINOR_CONT","NATAM","Avinor (Continental)",25,43836,1658433,1658433,7839887,"ANSP","ANSP",0,3509,0,154,154
2015,1,"AVINOR_CONT","NATAM","Avinor (Continental)",25,45852,1726289,1726289,8222701,"ANSP","ANSP",861,8126,36,271,307
2014,4,"AVINOR_CONT","NATAM","Avinor (Continental)",25,50732,1821732,1821732,8779451,"ANSP","ANSP",184,1569,8,61,69
2014,6,"AVINOR_CONT","NATAM","Avinor (Continental)",25,56156,1983293,1983293,9811830,"ANSP","ANSP",998,13413,47,490,537
2014,5,"AVINOR_CONT","NATAM","Avinor (Continental)",25,54839,1958312,1958312,9507623,"ANSP","ANSP",2138,12070,87,308,395
2014,8,"AVINOR_CONT","NATAM","Avinor (Continental)",25,54791,1963385,1963385,9699875,"ANSP","ANSP",5935,13663,147,238,385
2014,9,"AVINOR_CONT","NATAM","Avinor (Continental)",25,56072,2007531,2007531,9731719,"ANSP","ANSP",503,10777,21,382,403
2014,10,"AVINOR_CONT","NATAM","Avinor (Continental)",25,55472,2022816,2022816,9672296,"ANSP","ANSP",1167,6786,53,206,259
2014,12,"AVINOR_CONT","NATAM","Avinor (Continental)",25,44574,1685163,1685163,8060103,"ANSP","ANSP",1374,19924,48,546,594
2014,11,"AVINOR_CONT","NATAM","Avinor (Continental)",25,48366,1781039,1781039,8570633,"ANSP","ANSP",384,16712,16,659,675
2015,4,"AVINOR_CONT","NATAM","Avinor (Continental)",25,49906,1817170,1817170,8777676,"ANSP","ANSP",790,1008,35,11,46
2015,3,"NATS_CONT","NATS","NATS (Continental)",26,174238,6303742,6303742,33900165,"ANSP","ANSP",351,46028,8,1462,1470
2015,2,"NATS_CONT","NATS","NATS (Continental)",26,151707,5454440,5454440,29446856,"ANSP","ANSP",3827,33502,149,892,1041
2015,1,"NATS_CONT","NATS","NATS (Continental)",26,156754,5716009,5716009,30650332,"ANSP","ANSP",311,60717,13,1508,1521
2014,2,"NATS_CONT","NATS","NATS (Continental)",26,146983,5429739,5429739,28894402,"ANSP","ANSP",4068,66499,140,1619,1759
2014,3,"NATS_CONT","NATS","NATS (Continental)",26,167295,5990671,5990671,32663078,"ANSP","ANSP",0,27257,0,664,664
2014,4,"NATS_CONT","NATS","NATS (Continental)",26,181014,6358073,6358073,34726712,"ANSP","ANSP",594,45676,31,1069,1100
2014,1,"NATS_CONT","NATS","NATS (Continental)",26,154071,5657160,5657160,30586336,"ANSP","ANSP",921,26346,40,538,578
2014,6,"NATS_CONT","NATS","NATS (Continental)",26,207586,7197296,7197296,40186040,"ANSP","ANSP",23212,42663,912,702,1614
2014,5,"NATS_CONT","NATS","NATS (Continental)",26,202798,7084013,7084013,39002089,"ANSP","ANSP",6621,43221,237,1049,1286
2014,7,"NATS_CONT","NATS","NATS (Continental)",26,216583,7505545,7505545,42155404,"ANSP","ANSP",27942,96002,988,1886,2874
2014,9,"NATS_CONT","NATS","NATS (Continental)",26,206761,7148430,7148430,39865240,"ANSP","ANSP",8449,54780,358,1355,1713
2014,8,"NATS_CONT","NATS","NATS (Continental)",26,211946,7417735,7417735,41442005,"ANSP","ANSP",11546,65048,449,1586,2035
2014,10,"NATS_CONT","NATS","NATS (Continental)",26,198309,7097259,7097259,38751689,"ANSP","ANSP",3095,88117,121,2483,2604
2014,12,"NATS_CONT","NATS","NATS (Continental)",26,158965,5752113,5752113,30951036,"ANSP","ANSP",15503,60090,307,1342,1649
2014,11,"NATS_CONT","NATS","NATS (Continental)",26,162379,5873409,5873409,31932346,"ANSP","ANSP",748,29964,36,971,1007
2015,4,"NATS_CONT","NATS","NATS (Continental)",26,183599,6515183,6515183,35652372,"ANSP","ANSP",1130,28604,48,944,992
2014,8,"NAVEP_CONT","NAVEP","NAV Portugal (Continental)",27,46800,1846422,1846422,12405862,"ANSP","ANSP",11709,17987,432,156,588
2015,3,"NAVEP_CONT","NAVEP","NAV Portugal (Continental)",27,38969,1578076,1578076,10728798,"ANSP","ANSP",4229,8490,194,129,323
2015,1,"NAVEP_CONT","NAVEP","NAV Portugal (Continental)",27,38226,1565199,1565199,10645734,"ANSP","ANSP",3907,12829,172,249,421
2014,3,"NAVEP_CONT","NAVEP","NAV Portugal (Continental)",27,37953,1573920,1573920,10717864,"ANSP","ANSP",1399,3203,63,60,123
2014,2,"NAVEP_CONT","NAVEP","NAV Portugal (Continental)",27,32354,1354042,1354042,9149129,"ANSP","ANSP",7099,7495,301,18,319
2015,2,"NAVEP_CONT","NAVEP","NAV Portugal (Continental)",27,34424,1411208,1411208,9588410,"ANSP","ANSP",1488,4510,73,116,189
2014,1,"NAVEP_CONT","NAVEP","NAV Portugal (Continental)",27,34739,1452735,1452735,9828259,"ANSP","ANSP",19170,22474,725,105,830
2014,4,"NAVEP_CONT","NAVEP","NAV Portugal (Continental)",27,41352,1705332,1705332,11449623,"ANSP","ANSP",3041,6097,118,103,221
2014,5,"NAVEP_CONT","NAVEP","NAV Portugal (Continental)",27,41208,1665582,1665582,11063485,"ANSP","ANSP",0,4501,0,170,170
2014,7,"NAVEP_CONT","NAVEP","NAV Portugal (Continental)",27,45736,1801566,1801566,12102596,"ANSP","ANSP",9748,22125,371,290,661
