"YEAR","MONTH","CODE","ACE_CODE","NAME","ID","TTF_FLT","DURATION","CFMU_DURATION","CFMU_DISTANCE","UNIT_KIND","UNIT_PRU_TYPE","TDM_15_ERT_NA","TDM_15","TDF_15_ERT_NA","TDF_15_ARP","TDF_15"
2014,6,"NAVEP_CONT","NAVEP","NAV Portugal (Continental)",27,40493,1613013,1613013,10790418,"ANSP","ANSP",968,2033,39,45,84
2014,9,"NAVEP_CONT","NAVEP","NAV Portugal (Continental)",27,41482,1645086,1645086,10943848,"ANSP","ANSP",4807,16264,207,432,639
2014,10,"NAVEP_CONT","NAVEP","NAV Portugal (Continental)",27,42064,1696017,1696017,11334266,"ANSP","ANSP",21430,32255,889,392,1281
2014,12,"NAVEP_CONT","NAVEP","NAV Portugal (Continental)",27,37691,1544268,1544268,10434301,"ANSP","ANSP",19670,28234,805,223,1028
2014,11,"NAVEP_CONT","NAVEP","NAV Portugal (Continental)",27,35423,1424273,1424273,9575141,"ANSP","ANSP",80802,84488,3002,133,3135
2015,4,"NAVEP_CONT","NAVEP","NAV Portugal (Continental)",27,42431,1700096,1700096,11377760,"ANSP","ANSP",3704,6033,152,94,246
2014,10,"NAVIAIR","NAVIAIR","NAVIAIR",28,57197,1144715,1144715,6754865,"ANSP","ANSP",0,429,0,19,19
2015,1,"NAVIAIR","NAVIAIR","NAVIAIR",28,46659,945344,945344,5583547,"ANSP","ANSP",0,775,0,36,36
2014,3,"NAVIAIR","NAVIAIR","NAVIAIR",28,52006,1044991,1044991,6132422,"ANSP","ANSP",0,174,0,8,8
2014,2,"NAVIAIR","NAVIAIR","NAVIAIR",28,45166,918906,918906,5380890,"ANSP","ANSP",0,0,0,,0
2014,1,"NAVIAIR","NAVIAIR","NAVIAIR",28,47535,956202,956202,5658811,"ANSP","ANSP",0,1321,0,53,53
2014,4,"NAVIAIR","NAVIAIR","NAVIAIR",28,52169,1030989,1030989,6143481,"ANSP","ANSP",0,0,0,,0
2015,2,"NAVIAIR","NAVIAIR","NAVIAIR",28,44956,903872,903872,5324030,"ANSP","ANSP",0,0,0,,0
2014,6,"NAVIAIR","NAVIAIR","NAVIAIR",28,57815,1139222,1139222,6792815,"ANSP","ANSP",0,399,0,18,18
2014,5,"NAVIAIR","NAVIAIR","NAVIAIR",28,56106,1103982,1103982,6562092,"ANSP","ANSP",0,1136,0,45,45
2014,7,"NAVIAIR","NAVIAIR","NAVIAIR",28,57990,1132869,1132869,6885128,"ANSP","ANSP",0,0,0,,0
2014,8,"NAVIAIR","NAVIAIR","NAVIAIR",28,56028,1105743,1105743,6652388,"ANSP","ANSP",0,178,0,9,9
2014,9,"NAVIAIR","NAVIAIR","NAVIAIR",28,56652,1122455,1122455,6648822,"ANSP","ANSP",0,0,0,,0
2014,11,"NAVIAIR","NAVIAIR","NAVIAIR",28,48768,969767,969767,5724031,"ANSP","ANSP",0,0,0,,0
2015,3,"NAVIAIR","NAVIAIR","NAVIAIR",28,52408,1053565,1053565,6205217,"ANSP","ANSP",0,0,0,,0
2014,12,"NAVIAIR","NAVIAIR","NAVIAIR",28,44877,908129,908129,5364088,"ANSP","ANSP",0,0,0,,0
2015,4,"NAVIAIR","NAVIAIR","NAVIAIR",28,53445,1061964,1061964,6261354,"ANSP","ANSP",0,831,0,39,39
2014,7,"ORO","ORO","Oro Navigacija",29,22428,322022,322022,2092874,"ANSP","ANSP",0,0,0,,0
2015,3,"ORO","ORO","Oro Navigacija",29,17132,248490,248490,1511627,"ANSP","ANSP",0,0,0,,0
2015,1,"ORO","ORO","Oro Navigacija",29,16286,231314,231314,1417311,"ANSP","ANSP",0,0,0,,0
2014,2,"ORO","ORO","Oro Navigacija",29,14012,194446,194446,1221585,"ANSP","ANSP",0,0,0,,0
2014,3,"ORO","ORO","Oro Navigacija",29,16444,233563,233563,1449797,"ANSP","ANSP",0,0,0,,0
2014,1,"ORO","ORO","Oro Navigacija",29,15582,222573,222573,1395549,"ANSP","ANSP",0,0,0,,0
2014,4,"ORO","ORO","Oro Navigacija",29,17895,259490,259490,1587727,"ANSP","ANSP",0,0,0,,0
2014,6,"ORO","ORO","Oro Navigacija",29,20789,306014,306014,1952241,"ANSP","ANSP",0,0,0,,0
2014,5,"ORO","ORO","Oro Navigacija",29,20080,290812,290812,1827561,"ANSP","ANSP",0,0,0,,0
2015,2,"ORO","ORO","Oro Navigacija",29,14360,205517,205517,1238335,"ANSP","ANSP",0,0,0,,0
2014,10,"ORO","ORO","Oro Navigacija",29,19958,286916,286916,1809990,"ANSP","ANSP",0,0,0,,0
2014,8,"ORO","ORO","Oro Navigacija",29,22605,320610,320610,2083588,"ANSP","ANSP",0,0,0,,0
2014,9,"ORO","ORO","Oro Navigacija",29,21110,301769,301769,1947030,"ANSP","ANSP",0,0,0,,0
2014,11,"ORO","ORO","Oro Navigacija",29,16711,231687,231687,1478446,"ANSP","ANSP",0,0,0,,0
2014,12,"ORO","ORO","Oro Navigacija",29,16425,232663,232663,1441619,"ANSP","ANSP",0,0,0,,0
2015,4,"ORO","ORO","Oro Navigacija",29,18372,270365,270365,1635606,"ANSP","ANSP",0,0,0,,0
2014,8,"ROMATSA","ROMATSA","ROMATSA",30,68373,2177334,2177334,15564410,"ANSP","ANSP",0,0,0,,0
2014,2,"ROMATSA","ROMATSA","ROMATSA",30,31642,1154275,1154275,8058518,"ANSP","ANSP",0,0,0,,0
2014,3,"ROMATSA","ROMATSA","ROMATSA",30,36251,1315019,1315019,9174931,"ANSP","ANSP",0,0,0,,0
2014,1,"ROMATSA","ROMATSA","ROMATSA",30,33563,1226710,1226710,8573898,"ANSP","ANSP",0,0,0,,0
2014,4,"ROMATSA","ROMATSA","ROMATSA",30,44104,1438384,1438384,10086340,"ANSP","ANSP",0,0,0,,0
2015,1,"ROMATSA","ROMATSA","ROMATSA",30,41518,1420819,1420819,10011503,"ANSP","ANSP",0,0,0,,0
2014,5,"ROMATSA","ROMATSA","ROMATSA",30,53591,1670470,1670470,11744292,"ANSP","ANSP",0,0,0,,0
2014,6,"ROMATSA","ROMATSA","ROMATSA",30,62621,1927024,1927024,13582047,"ANSP","ANSP",0,0,0,,0
2014,7,"ROMATSA","ROMATSA","ROMATSA",30,68881,2150741,2150741,15358070,"ANSP","ANSP",0,0,0,,0
2014,10,"ROMATSA","ROMATSA","ROMATSA",30,54236,1792386,1792386,12652043,"ANSP","ANSP",0,0,0,,0
2014,9,"ROMATSA","ROMATSA","ROMATSA",30,60304,1944725,1944725,13857113,"ANSP","ANSP",0,0,0,,0
2015,3,"ROMATSA","ROMATSA","ROMATSA",30,43980,1479536,1479536,10499529,"ANSP","ANSP",0,0,0,,0
2014,11,"ROMATSA","ROMATSA","ROMATSA",30,43824,1480710,1480710,10389266,"ANSP","ANSP",0,0,0,,0
2015,2,"ROMATSA","ROMATSA","ROMATSA",30,37433,1285402,1285402,9018918,"ANSP","ANSP",0,0,0,,0
2014,12,"ROMATSA","ROMATSA","ROMATSA",30,40840,1391995,1391995,9822551,"ANSP","ANSP",0,0,0,,0
2015,4,"ROMATSA","ROMATSA","ROMATSA",30,48370,1604672,1604672,11291120,"ANSP","ANSP",0,0,0,,0
2014,10,"SKYGUIDE","SKYGUIDE","Skyguide",31,105760,1778621,1778621,10373096,"ANSP","ANSP",5545,33359,225,1155,1380
2015,3,"SKYGUIDE","SKYGUIDE","Skyguide",31,89733,1494296,1494296,8387747,"ANSP","ANSP",6206,24239,266,744,1010
2015,1,"SKYGUIDE","SKYGUIDE","Skyguide",31,82288,1364061,1364061,7661551,"ANSP","ANSP",2730,28195,108,913,1021
2014,2,"SKYGUIDE","SKYGUIDE","Skyguide",31,76459,1254392,1254392,7025694,"ANSP","ANSP",2650,15972,89,543,632
2014,3,"SKYGUIDE","SKYGUIDE","Skyguide",31,89563,1481780,1481780,8342009,"ANSP","ANSP",3407,20039,134,772,906
2014,4,"SKYGUIDE","SKYGUIDE","Skyguide",31,95875,1579375,1579375,9206470,"ANSP","ANSP",3160,21937,126,838,964
2014,1,"SKYGUIDE","SKYGUIDE","Skyguide",31,80567,1327013,1327013,7399479,"ANSP","ANSP",1300,17355,49,612,661
2014,7,"SKYGUIDE","SKYGUIDE","Skyguide",31,115025,1928309,1928309,11446834,"ANSP","ANSP",21069,73828,822,2048,2870
2014,5,"SKYGUIDE","SKYGUIDE","Skyguide",31,106380,1765337,1765337,10419939,"ANSP","ANSP",4106,37627,181,1448,1629
2014,6,"SKYGUIDE","SKYGUIDE","Skyguide",31,110164,1837175,1837175,10820476,"ANSP","ANSP",13805,65364,545,2149,2694
2014,8,"SKYGUIDE","SKYGUIDE","Skyguide",31,114242,1915364,1915364,11475191,"ANSP","ANSP",8701,39588,361,1333,1694
2014,9,"SKYGUIDE","SKYGUIDE","Skyguide",31,110283,1839949,1839949,10877460,"ANSP","ANSP",15888,62887,663,1740,2403
2014,12,"SKYGUIDE","SKYGUIDE","Skyguide",31,80559,1330560,1330560,7551736,"ANSP","ANSP",3470,24335,96,651,747
2014,11,"SKYGUIDE","SKYGUIDE","Skyguide",31,80039,1324440,1324440,7602606,"ANSP","ANSP",2105,18609,75,618,693
2015,2,"SKYGUIDE","SKYGUIDE","Skyguide",31,76979,1257442,1257442,7129846,"ANSP","ANSP",2063,40521,88,1133,1221
2015,4,"SKYGUIDE","SKYGUIDE","Skyguide",31,98160,1619468,1619468,9435944,"ANSP","ANSP",4578,29440,153,1023,1176
2014,8,"SLOVENIA CAA","SLOVENIA CAA","Slovenia Control",32,33678,357396,357396,2449004,"ANSP","ANSP",0,0,0,,0
2015,3,"SLOVENIA CAA","SLOVENIA CAA","Slovenia Control",32,17004,191022,191022,1251161,"ANSP","ANSP",0,0,0,,0
2014,2,"SLOVENIA CAA","SLOVENIA CAA","Slovenia Control",32,12639,139821,139821,914027,"ANSP","ANSP",0,0,0,,0
2014,3,"SLOVENIA CAA","SLOVENIA CAA","Slovenia Control",32,15037,170357,170357,1082871,"ANSP","ANSP",0,0,0,,0
2014,1,"SLOVENIA CAA","SLOVENIA CAA","Slovenia Control",32,13978,155168,155168,1016566,"ANSP","ANSP",0,0,0,,0
2014,4,"SLOVENIA CAA","SLOVENIA CAA","Slovenia Control",32,20198,216023,216023,1430970,"ANSP","ANSP",0,0,0,,0
2015,1,"SLOVENIA CAA","SLOVENIA CAA","Slovenia Control",32,14911,170598,170598,1110084,"ANSP","ANSP",0,0,0,,0
2014,6,"SLOVENIA CAA","SLOVENIA CAA","Slovenia Control",32,29031,315046,315046,2107819,"ANSP","ANSP",0,0,0,,0
2014,5,"SLOVENIA CAA","SLOVENIA CAA","Slovenia Control",32,26460,285977,285977,1922702,"ANSP","ANSP",535,535,20,,20
2014,7,"SLOVENIA CAA","SLOVENIA CAA","Slovenia Control",32,32926,352874,352874,2390173,"ANSP","ANSP",0,0,0,,0
2014,9,"SLOVENIA CAA","SLOVENIA CAA","Slovenia Control",32,29666,317105,317105,2159007,"ANSP","ANSP",0,0,0,,0
2014,10,"SLOVENIA CAA","SLOVENIA CAA","Slovenia Control",32,27003,294316,294316,1980407,"ANSP","ANSP",0,0,0,,0
2014,12,"SLOVENIA CAA","SLOVENIA CAA","Slovenia Control",32,16044,176583,176583,1178573,"ANSP","ANSP",0,0,0,,0
2014,11,"SLOVENIA CAA","SLOVENIA CAA","Slovenia Control",32,17088,189359,189359,1262769,"ANSP","ANSP",0,0,0,,0
2015,2,"SLOVENIA CAA","SLOVENIA CAA","Slovenia Control",32,13636,156696,156696,1000465,"ANSP","ANSP",0,0,0,,0
2015,4,"SLOVENIA CAA","SLOVENIA CAA","Slovenia Control",32,20156,225447,225447,1488765,"ANSP","ANSP",0,0,0,,0
2015,3,"ANS_SE","ANS_SE","LFV",33,58410,2144146,2144146,12775964,"ANSP","ANSP",0,494,0,14,14
2014,2,"ANS_SE","ANS_SE","LFV",33,50031,1856041,1856041,10882170,"ANSP","ANSP",0,976,0,34,34
2014,3,"ANS_SE","ANS_SE","LFV",33,58503,2176479,2176479,12752781,"ANSP","ANSP",16,2460,1,94,95
2015,1,"ANS_SE","ANS_SE","LFV",33,50678,1852154,1852154,11145814,"ANSP","ANSP",0,968,0,46,46
2014,1,"ANS_SE","ANS_SE","LFV",33,52436,1920367,1920367,11444020,"ANSP","ANSP",0,2897,0,86,86
2014,4,"ANS_SE","ANS_SE","LFV",33,57695,2084001,2084001,12455183,"ANSP","ANSP",509,694,18,8,26
2015,2,"ANS_SE","ANS_SE","LFV",33,50044,1850408,1850408,10956438,"ANSP","ANSP",16,1992,1,72,73
2014,6,"ANS_SE","ANS_SE","LFV",33,64047,2286909,2286909,13919037,"ANSP","ANSP",4600,15764,169,310,479
2014,7,"ANS_SE","ANS_SE","LFV",33,59750,2094683,2094683,13177792,"ANSP","ANSP",1275,1376,45,3,48
2014,5,"ANS_SE","ANS_SE","LFV",33,62686,2254728,2254728,13619147,"ANSP","ANSP",723,768,29,2,31
2014,8,"ANS_SE","ANS_SE","LFV",33,61312,2188050,2188050,13471625,"ANSP","ANSP",9121,9121,207,,207
2014,10,"ANS_SE","ANS_SE","LFV",33,64269,2336624,2336624,13919635,"ANSP","ANSP",143,1239,8,40,48
2014,9,"ANS_SE","ANS_SE","LFV",33,64749,2327549,2327549,14032644,"ANSP","ANSP",3290,15152,90,284,374
2014,11,"ANS_SE","ANS_SE","LFV",33,55219,2011021,2011021,11974618,"ANSP","ANSP",374,5005,15,90,105
2014,12,"ANS_SE","ANS_SE","LFV",33,50652,1866802,1866802,11228138,"ANSP","ANSP",0,674,0,24,24
2015,4,"ANS_SE","ANS_SE","LFV",33,59357,2147480,2147480,12809000,"ANSP","ANSP",819,952,39,7,46
2014,7,"NAVEP_SM","","NAV Portugal (Santa Maria)",36,12855,1326643,1326643,10499230,"ANSP","ANSP",0,0,0,,0
2015,2,"NAVEP_SM","","NAV Portugal (Santa Maria)",36,9727,1117747,1117747,8850604,"ANSP","ANSP",0,0,0,,0
2015,1,"NAVEP_SM","","NAV Portugal (Santa Maria)",36,10650,1259068,1259068,10034552,"ANSP","ANSP",0,0,0,,0
2014,2,"NAVEP_SM","","NAV Portugal (Santa Maria)",36,8865,985536,985536,7865365,"ANSP","ANSP",0,0,0,,0
2014,3,"NAVEP_SM","","NAV Portugal (Santa Maria)",36,9870,1087794,1087794,8614988,"ANSP","ANSP",0,0,0,,0
2014,1,"NAVEP_SM","","NAV Portugal (Santa Maria)",36,9999,1111674,1111674,8957456,"ANSP","ANSP",0,0,0,,0
2014,4,"NAVEP_SM","","NAV Portugal (Santa Maria)",36,10463,1098201,1098201,8761063,"ANSP","ANSP",0,0,0,,0
2014,6,"NAVEP_SM","","NAV Portugal (Santa Maria)",36,10355,1097669,1097669,8639006,"ANSP","ANSP",0,0,0,,0
2014,5,"NAVEP_SM","","NAV Portugal (Santa Maria)",36,10382,1090616,1090616,8624581,"ANSP","ANSP",0,0,0,,0
2014,9,"NAVEP_SM","","NAV Portugal (Santa Maria)",36,10902,1131705,1131705,8891030,"ANSP","ANSP",0,0,0,,0
2014,10,"NAVEP_SM","","NAV Portugal (Santa Maria)",36,10080,1055590,1055590,8352330,"ANSP","ANSP",0,0,0,,0
2014,8,"NAVEP_SM","","NAV Portugal (Santa Maria)",36,12413,1295787,1295787,10209299,"ANSP","ANSP",0,0,0,,0
2015,3,"NAVEP_SM","","NAV Portugal (Santa Maria)",36,11458,1278281,1278281,10247164,"ANSP","ANSP",0,0,0,,0
2014,11,"NAVEP_SM","","NAV Portugal (Santa Maria)",36,9350,1054689,1054689,8374308,"ANSP","ANSP",0,0,0,,0
2014,12,"NAVEP_SM","","NAV Portugal (Santa Maria)",36,11219,1229337,1229337,9725812,"ANSP","ANSP",0,0,0,,0
2015,4,"NAVEP_SM","","NAV Portugal (Santa Maria)",36,11371,1229151,1229151,9738019,"ANSP","ANSP",0,0,0,,0
2014,7,"UKSATSE","UKSATSE","UkSATSE",37,31020,1442688,1442688,10062065,"ANSP","ANSP",0,661,0,20,20
2015,3,"UKSATSE","UKSATSE","UkSATSE",37,14102,607238,607238,3943199,"ANSP","ANSP",0,0,0,,0
2015,1,"UKSATSE","UKSATSE","UkSATSE",37,13692,620854,620854,3967509,"ANSP","ANSP",0,0,0,,0
2014,2,"UKSATSE","UKSATSE","UkSATSE",37,32328,1581248,1581248,10864608,"ANSP","ANSP",0,0,0,,0
2014,3,"UKSATSE","UKSATSE","UkSATSE",37,32746,1591877,1591877,11039433,"ANSP","ANSP",0,209,0,9,9
2015,2,"UKSATSE","UKSATSE","UkSATSE",37,12148,524531,524531,3316734,"ANSP","ANSP",0,208,0,4,4
2014,1,"UKSATSE","UKSATSE","UkSATSE",37,36999,1802697,1802697,12441813,"ANSP","ANSP",0,319,0,12,12
2014,4,"UKSATSE","UKSATSE","UkSATSE",37,26351,1311693,1311693,9041706,"ANSP","ANSP",0,0,0,,0
2014,6,"UKSATSE","UKSATSE","UkSATSE",37,36331,1777604,1777604,12598454,"ANSP","ANSP",0,0,0,,0
2014,5,"UKSATSE","UKSATSE","UkSATSE",37,31604,1544861,1544861,10783592,"ANSP","ANSP",0,298,0,1,1
2014,9,"UKSATSE","UKSATSE","UkSATSE",37,21551,953538,953538,6346531,"ANSP","ANSP",0,0,0,,0
2014,10,"UKSATSE","UKSATSE","UkSATSE",37,18243,809936,809936,5305112,"ANSP","ANSP",0,0,0,,0
2014,8,"UKSATSE","UKSATSE","UkSATSE",37,24402,1082972,1082972,7274430,"ANSP","ANSP",0,210,0,2,2
2014,11,"UKSATSE","UKSATSE","UkSATSE",37,14810,663672,663672,4302390,"ANSP","ANSP",0,0,0,,0
2014,12,"UKSATSE","UKSATSE","UkSATSE",37,13891,626735,626735,4007836,"ANSP","ANSP",0,0,0,,0
2015,4,"UKSATSE","UKSATSE","UkSATSE",37,16001,695544,695544,4547503,"ANSP","ANSP",0,0,0,,0
2015,3,"PATA","PATA","PANSA",39,51341,1826677,1826677,12148951,"ANSP","ANSP",2923,2987,120,2,122
2014,3,"PATA","PATA","PANSA",39,51850,1869238,1869238,12265609,"ANSP","ANSP",13321,13321,559,,559
2014,2,"PATA","PATA","PANSA",39,44217,1593144,1593144,10410656,"ANSP","ANSP",8185,8185,370,,370
2014,4,"PATA","PATA","PANSA",39,54533,1944649,1944649,12843143,"ANSP","ANSP",22669,22838,967,7,974
2015,2,"PATA","PATA","PANSA",39,43874,1562614,1562614,10289744,"ANSP","ANSP",2865,2865,112,0,112
2014,1,"PATA","PATA","PANSA",39,47735,1706438,1706438,11215744,"ANSP","ANSP",26705,26774,1149,4,1153
2015,1,"PATA","PATA","PANSA",39,48737,1742988,1742988,11514485,"ANSP","ANSP",1331,1331,56,0,56
2014,5,"PATA","PATA","PANSA",39,61457,2176422,2176422,14502458,"ANSP","ANSP",46518,47232,1956,32,1988
2014,6,"PATA","PATA","PANSA",39,66803,2356542,2356542,15655941,"ANSP","ANSP",77599,78604,3161,44,3205
2014,7,"PATA","PATA","PANSA",39,72387,2543292,2543292,17075376,"ANSP","ANSP",107834,110769,4311,120,4431
2014,8,"PATA","PATA","PANSA",39,70785,2480775,2480775,16522423,"ANSP","ANSP",57887,63726,2382,256,2638
2014,10,"PATA","PATA","PANSA",39,59038,2098977,2098977,13747545,"ANSP","ANSP",6457,10071,273,135,408
2014,9,"PATA","PATA","PANSA",39,65697,2296867,2296867,15137892,"ANSP","ANSP",21313,24438,933,139,1072
2014,11,"PATA","PATA","PANSA",39,48860,1753282,1753282,11394714,"ANSP","ANSP",559,559,26,,26
2014,12,"PATA","PATA","PANSA",39,47192,1696218,1696218,11095837,"ANSP","ANSP",589,660,22,3,25
2015,4,"PATA","PATA","PANSA",39,54525,1954658,1954658,12937628,"ANSP","ANSP",3819,4170,155,13,168
2015,3,"SMATSA","SMATSA","SMATSA",42,35593,781522,781522,5464237,"ANSP","ANSP",0,0,0,,0
2014,2,"SMATSA","SMATSA","SMATSA",42,25903,594205,594205,4111899,"ANSP","ANSP",0,0,0,,0
2014,3,"SMATSA","SMATSA","SMATSA",42,30819,708884,708884,4906082,"ANSP","ANSP",0,0,0,,0
2015,1,"SMATSA","SMATSA","SMATSA",42,32748,727289,727289,5031359,"ANSP","ANSP",0,0,0,0,0
2014,4,"SMATSA","SMATSA","SMATSA",42,38372,865002,865002,6046390,"ANSP","ANSP",0,0,0,,0
2015,2,"SMATSA","SMATSA","SMATSA",42,29941,653451,653451,4544473,"ANSP","ANSP",0,0,0,,0
2014,1,"SMATSA","SMATSA","SMATSA",42,28543,656304,656304,4480919,"ANSP","ANSP",0,0,0,,0
2014,5,"SMATSA","SMATSA","SMATSA",42,51288,1149830,1149830,8130057,"ANSP","ANSP",130,187,6,3,9
2014,6,"SMATSA","SMATSA","SMATSA",42,58710,1336990,1336990,9418714,"ANSP","ANSP",243,243,9,,9
2014,7,"SMATSA","SMATSA","SMATSA",42,66505,1505154,1505154,10696715,"ANSP","ANSP",130,130,6,,6
2014,10,"SMATSA","SMATSA","SMATSA",42,52148,1160870,1160870,8237713,"ANSP","ANSP",0,667,0,23,23
2014,8,"SMATSA","SMATSA","SMATSA",42,70444,1574408,1574408,11269935,"ANSP","ANSP",0,0,0,,0
2014,9,"SMATSA","SMATSA","SMATSA",42,60663,1363569,1363569,9740016,"ANSP","ANSP",243,243,9,,9
2014,11,"SMATSA","SMATSA","SMATSA",42,34474,766868,766868,5326916,"ANSP","ANSP",193,193,6,,6
2014,12,"SMATSA","SMATSA","SMATSA",42,33700,744890,744890,5135792,"ANSP","ANSP",573,573,18,,18
2015,4,"SMATSA","SMATSA","SMATSA",42,43183,948228,948228,6665866,"ANSP","ANSP",453,472,14,1,15
2015,3,"ARMATS","ARMATS","ARMATS",44,3546,59470,59470,401052,"ANSP","ANSP",0,0,0,,0
2014,2,"ARMATS","ARMATS","ARMATS",44,4065,63621,63621,437768,"ANSP","ANSP",0,0,0,,0
2014,3,"ARMATS","ARMATS","ARMATS",44,4542,70142,70142,485611,"ANSP","ANSP",0,0,0,,0
2015,1,"ARMATS","ARMATS","ARMATS",44,3539,59508,59508,400293,"ANSP","ANSP",0,0,0,,0
2015,2,"ARMATS","ARMATS","ARMATS",44,3144,52664,52664,354914,"ANSP","ANSP",0,0,0,,0
2014,1,"ARMATS","ARMATS","ARMATS",44,4658,73672,73672,507765,"ANSP","ANSP",0,0,0,,0
2014,4,"ARMATS","ARMATS","ARMATS",44,4130,64250,64250,443273,"ANSP","ANSP",0,0,0,,0
2014,5,"ARMATS","ARMATS","ARMATS",44,4187,66155,66155,431263,"ANSP","ANSP",0,0,0,,0
2014,6,"ARMATS","ARMATS","ARMATS",44,4485,69120,69120,448011,"ANSP","ANSP",0,0,0,,0
2014,7,"ARMATS","ARMATS","ARMATS",44,4666,69889,69889,454722,"ANSP","ANSP",0,0,0,,0
2014,8,"ARMATS","ARMATS","ARMATS",44,4504,68573,68573,445201,"ANSP","ANSP",0,0,0,,0
2014,9,"ARMATS","ARMATS","ARMATS",44,3930,62012,62012,404275,"ANSP","ANSP",0,0,0,,0
2014,10,"ARMATS","ARMATS","ARMATS",44,3911,65345,65345,433631,"ANSP","ANSP",0,0,0,,0
2014,12,"ARMATS","ARMATS","ARMATS",44,3872,65634,65634,437613,"ANSP","ANSP",0,0,0,,0
2014,11,"ARMATS","ARMATS","ARMATS",44,3568,60219,60219,408162,"ANSP","ANSP",0,0,0,,0
2015,4,"ARMATS","ARMATS","ARMATS",44,3333,54629,54629,357671,"ANSP","ANSP",0,0,0,,0
2014,7,"SAKAERONAV","SAKAERONAV","SAKAERONAVIGATSIA",53,10128,248330,248330,1841434,"ANSP","ANSP",0,0,0,,0
2014,2,"SAKAERONAV","SAKAERONAV","SAKAERONAVIGATSIA",53,8180,229808,229808,1658014,"ANSP","ANSP",0,0,0,,0
2014,3,"SAKAERONAV","SAKAERONAV","SAKAERONAVIGATSIA",53,9372,262019,262019,1894658,"ANSP","ANSP",0,0,0,,0
2015,2,"SAKAERONAV","SAKAERONAV","SAKAERONAVIGATSIA",53,8386,226701,226701,1693935,"ANSP","ANSP",0,0,0,,0
2014,1,"SAKAERONAV","SAKAERONAV","SAKAERONAVIGATSIA",53,9334,264245,264245,1897149,"ANSP","ANSP",0,0,0,,0
2014,4,"SAKAERONAV","SAKAERONAV","SAKAERONAVIGATSIA",53,8441,216343,216343,1551404,"ANSP","ANSP",0,0,0,,0
2015,1,"SAKAERONAV","SAKAERONAV","SAKAERONAVIGATSIA",53,9206,247711,247711,1836169,"ANSP","ANSP",0,0,0,,0
2014,6,"SAKAERONAV","SAKAERONAV","SAKAERONAVIGATSIA",53,8841,216451,216451,1543325,"ANSP","ANSP",0,0,0,,0
2014,5,"SAKAERONAV","SAKAERONAV","SAKAERONAVIGATSIA",53,8508,214403,214403,1520046,"ANSP","ANSP",0,0,0,,0
2014,9,"SAKAERONAV","SAKAERONAV","SAKAERONAVIGATSIA",53,10381,269053,269053,2020202,"ANSP","ANSP",0,0,0,,0
2014,8,"SAKAERONAV","SAKAERONAV","SAKAERONAVIGATSIA",53,11230,285659,285659,2138018,"ANSP","ANSP",0,0,0,,0
2014,10,"SAKAERONAV","SAKAERONAV","SAKAERONAVIGATSIA",53,10254,276010,276010,2046897,"ANSP","ANSP",0,0,0,,0
2015,3,"SAKAERONAV","SAKAERONAV","SAKAERONAVIGATSIA",53,9641,259587,259587,1942935,"ANSP","ANSP",0,0,0,,0
2014,12,"SAKAERONAV","SAKAERONAV","SAKAERONAVIGATSIA",53,9611,256583,256583,1888537,"ANSP","ANSP",0,0,0,,0
2014,11,"SAKAERONAV","SAKAERONAV","SAKAERONAVIGATSIA",53,9793,267191,267191,1978988,"ANSP","ANSP",0,0,0,,0
2015,4,"SAKAERONAV","SAKAERONAV","SAKAERONAVIGATSIA",53,9516,255797,255797,1919631,"ANSP","ANSP",0,0,0,,0
