"YEAR","MONTH_NUM","MONTH_MON","FLT_DATE","ENTITY_NAME","ENTITY_TYPE","FLT_ERT_1","DLY_ERT_1","DLY_ERT_A_1","DLY_ERT_C_1","DLY_ERT_D_1","DLY_ERT_E_1","DLY_ERT_G_1","DLY_ERT_I_1","DLY_ERT_M_1","DLY_ERT_N_1","DLY_ERT_O_1","DLY_ERT_P_1","DLY_ERT_R_1","DLY_ERT_S_1","DLY_ERT_T_1","DLY_ERT_V_1","DLY_ERT_W_1","DLY_ERT_NA_1","FLT_ERT_1_DLY","FLT_ERT_1_DLY_15"
"2016",1,"JAN",01-JAN-16,"Albania","COUNTRY (FIR)",315,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"Armenia","COUNTRY (FIR)",53,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"Austria","COUNTRY (FIR)",1845,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"BLUE MED FAB","FAB (FIR)",3925,453,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,24,12
"2016",1,"JAN",01-JAN-16,"Baltic FAB","FAB (FIR)",1415,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"Belgium","COUNTRY (FIR)",2121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",1,"JAN",01-JAN-16,"Bosnia and Herzegovina","COUNTRY (FIR)",458,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"Bulgaria","COUNTRY (FIR)",1223,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"Croatia","COUNTRY (FIR)",772,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"Cyprus","COUNTRY (FIR)",575,453,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,24,12
"2016",1,"JAN",01-JAN-16,"Czech Republic","COUNTRY (FIR)",1279,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"DANUBE FAB","FAB (FIR)",1358,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"DK-SE FAB","FAB (FIR)",1463,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"Denmark","COUNTRY (FIR)",984,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"Estonia","COUNTRY (FIR)",361,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"FAB CE","FAB (FIR)",3228,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"FAB CE (SES RP1)","FAB (FIR)",2943,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"FAB CE (SES RP2)","FAB (FIR)",3219,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"FABEC","FAB (FIR)",9762,11390,0,533,0,0,0,0,0,0,0,10857,0,0,0,0,0,0,732,290
"2016",1,"JAN",01-JAN-16,"Finland","COUNTRY (FIR)",423,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"France","COUNTRY (FIR)",5584,10923,0,66,0,0,0,0,0,0,0,10857,0,0,0,0,0,0,695,279
"2016",1,"JAN",01-JAN-16,"Georgia","COUNTRY (FIR)",219,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"Germany","COUNTRY (FIR)",5014,467,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,11
"2016",1,"JAN",01-JAN-16,"Greece","COUNTRY (FIR)",1041,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"Hungary","COUNTRY (FIR)",1209,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"Ireland","COUNTRY (FIR)",990,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"Italy","COUNTRY (FIR)",2980,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"Latvia","COUNTRY (FIR)",423,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"Lithuania","COUNTRY (FIR)",475,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"Malta","COUNTRY (FIR)",234,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"Moldova","COUNTRY (FIR)",49,,,,,,,,,,,,,,,,,,,
"2016",1,"JAN",01-JAN-16,"NEFAB","FAB (FIR)",1657,,,,,,,,,,,,,,,,,,,
