"YEAR","MONTH_NUM","MONTH_MON","FLT_DATE","ENTITY_NAME","ENTITY_TYPE","FLT_ERT_1","DLY_ERT_1","DLY_ERT_A_1","DLY_ERT_C_1","DLY_ERT_D_1","DLY_ERT_E_1","DLY_ERT_G_1","DLY_ERT_I_1","DLY_ERT_M_1","DLY_ERT_N_1","DLY_ERT_O_1","DLY_ERT_P_1","DLY_ERT_R_1","DLY_ERT_S_1","DLY_ERT_T_1","DLY_ERT_V_1","DLY_ERT_W_1","DLY_ERT_NA_1"
"2016",5,"MAY",01-MAY-16,"ANA LUX","ANSP (AUA)",172,,,,,,,,,,,,,,,,,
"2016",5,"MAY",01-MAY-16,"ANS CR","ANSP (AUA)",2195,,,,,,,,,,,,,,,,,
"2016",5,"MAY",01-MAY-16,"ARMATS","ANSP (AUA)",67,,,,,,,,,,,,,,,,,
"2016",5,"MAY",01-MAY-16,"Albcontrol","ANSP (AUA)",593,,,,,,,,,,,,,,,,,
"2016",5,"MAY",01-MAY-16,"Austro Control","ANSP (AUA)",2657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",5,"MAY",01-MAY-16,"Avinor","ANSP (AUA)",1498,,,,,,,,,,,,,,,,,
"2016",5,"MAY",01-MAY-16,"BLUE MED FAB","FAB (FIR)",6982,4946,0,3255,0,0,0,0,0,0,0,0,0,1691,0,0,0,0
"2016",5,"MAY",01-MAY-16,"BULATSA","ANSP (AUA)",2308,,,,,,,,,,,,,,,,,
"2016",5,"MAY",01-MAY-16,"Baltic FAB","FAB (FIR)",2326,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
"2016",5,"MAY",01-MAY-16,"Belgocontrol","ANSP (AUA)",1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",5,"MAY",01-MAY-16,"Croatia Control","ANSP (AUA)",1675,,,,,,,,,,,,,,,,,
"2016",5,"MAY",01-MAY-16,"DANUBE FAB","FAB (FIR)",2618,,,,,,,,,,,,,,,,,
"2016",5,"MAY",01-MAY-16,"DCAC Cyprus","ANSP (AUA)",1119,4946,0,3255,0,0,0,0,0,0,0,0,0,1691,0,0,0,0
"2016",5,"MAY",01-MAY-16,"DFS","ANSP (AUA)",7793,737,0,334,0,0,0,0,0,0,0,180,0,223,0,0,0,0
"2016",5,"MAY",01-MAY-16,"DHMI","ANSP (AUA)",3899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",5,"MAY",01-MAY-16,"DK-SE FAB","FAB (FIR)",2615,,,,,,,,,,,,,,,,,
"2016",5,"MAY",01-MAY-16,"DSNA","ANSP (AUA)",8673,3140,0,3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",5,"MAY",01-MAY-16,"EANS","ANSP (AUA)",564,,,,,,,,,,,,,,,,,
"2016",5,"MAY",01-MAY-16,"ENAIRE","ANSP (AUA)",5363,982,0,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",5,"MAY",01-MAY-16,"ENAV","ANSP (AUA)",4563,,,,,,,,,,,,,,,,,
"2016",5,"MAY",01-MAY-16,"EUROCONTROL Area (MS)","AREA (AUA)",26571,12949,0,8789,0,0,0,0,0,0,21,2225,0,1914,0,0,0,0
"2016",5,"MAY",01-MAY-16,"FAB CE","FAB (FIR)",5889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",5,"MAY",01-MAY-16,"FAB CE (SES RP1)","FAB (FIR)",5313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",5,"MAY",01-MAY-16,"FAB CE (SES RP2)","FAB (FIR)",5872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",5,"MAY",01-MAY-16,"FABEC","FAB (FIR)",15929,4921,0,4518,0,0,0,0,0,0,0,180,0,223,0,0,0,0
"2016",5,"MAY",01-MAY-16,"Finavia","ANSP (AUA)",536,,,,,,,,,,,,,,,,,
"2016",5,"MAY",01-MAY-16,"HCAA","ANSP (AUA)",2111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",5,"MAY",01-MAY-16,"HungaroControl (EC)","ANSP (AUA)",2193,,,,,,,,,,,,,,,,,
"2016",5,"MAY",01-MAY-16,"IAA","ANSP (AUA)",1588,,,,,,,,,,,,,,,,,
