"YEAR","MONTH_NUM","MONTH_MON","FLT_DATE","ENTITY_NAME","ENTITY_TYPE","FLT_ERT_1","DLY_ERT_1","DLY_ERT_A_1","DLY_ERT_C_1","DLY_ERT_D_1","DLY_ERT_E_1","DLY_ERT_G_1","DLY_ERT_I_1","DLY_ERT_M_1","DLY_ERT_N_1","DLY_ERT_O_1","DLY_ERT_P_1","DLY_ERT_R_1","DLY_ERT_S_1","DLY_ERT_T_1","DLY_ERT_V_1","DLY_ERT_W_1","DLY_ERT_NA_1","FLT_ERT_1_DLY","FLT_ERT_1_DLY_15"
"2014",4,"APR",01-APR-14,"ANA LUX","ANSP (AUA)",198,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"ANS CR","ANSP (AUA)",1765,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"ARMATS","ANSP (AUA)",154,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"Albcontrol","ANSP (AUA)",431,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"Austro Control","ANSP (AUA)",2061,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"Avinor","ANSP (AUA)",1998,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"BULATSA","ANSP (AUA)",1162,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"Belgocontrol","ANSP (AUA)",1654,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"Croatia Control","ANSP (AUA)",1040,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"DCAC Cyprus","ANSP (AUA)",727,1008,0,554,0,0,0,0,0,0,0,0,0,454,0,0,0,0,58,29
"2014",4,"APR",01-APR-14,"DFS","ANSP (AUA)",7640,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"DHMI","ANSP (AUA)",2903,1298,0,0,0,0,0,0,0,0,1298,0,0,0,0,0,0,0,58,38
"2014",4,"APR",01-APR-14,"DSNA","ANSP (AUA)",7555,261,0,156,0,0,0,0,0,0,0,0,0,0,105,0,0,0,26,4
"2014",4,"APR",01-APR-14,"EANS","ANSP (AUA)",470,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"ENAIRE","ANSP (AUA)",4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014",4,"APR",01-APR-14,"ENAV","ANSP (AUA)",3838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014",4,"APR",01-APR-14,"EUROCONTROL Area (MS)","AREA (AUA)",26886,6450,0,710,0,0,0,0,2996,0,1298,887,0,454,105,0,0,0,395,173
"2014",4,"APR",01-APR-14,"Finavia","ANSP (AUA)",684,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"HCAA","ANSP (AUA)",1301,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"HungaroControl (EC)","ANSP (AUA)",1448,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"IAA","ANSP (AUA)",1415,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"LFV","ANSP (AUA)",2118,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"LGS","ANSP (AUA)",600,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"LPS","ANSP (AUA)",939,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"LVNL","ANSP (AUA)",1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014",4,"APR",01-APR-14,"M-NAV","ANSP (AUA)",202,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"MATS","ANSP (AUA)",310,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"MUAC","ANSP (AUA)",4474,2996,0,0,0,0,0,0,2996,0,0,0,0,0,0,0,0,0,198,78
"2014",4,"APR",01-APR-14,"MoldATSA","ANSP (AUA)",154,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"NATS (Continental)","ANSP (AUA)",6055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014",4,"APR",01-APR-14,"NAV Portugal (Continental)","ANSP (AUA)",1277,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"NAVIAIR","ANSP (AUA)",1801,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"Oro Navigacija","ANSP (AUA)",624,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"PANSA","ANSP (AUA)",1849,887,0,0,0,0,0,0,0,0,0,887,0,0,0,0,0,0,55,24
"2014",4,"APR",01-APR-14,"ROMATSA","ANSP (AUA)",1258,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"SAKAERONAVIGATSIA","ANSP (AUA)",316,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"SES Area (RP1)","AREA (AUA)",25175,5152,0,710,0,0,0,0,2996,0,0,887,0,454,105,0,0,0,337,135
"2014",4,"APR",01-APR-14,"SMATSA","ANSP (AUA)",1049,,,,,,,,,,,,,,,,,,,
"2014",4,"APR",01-APR-14,"Skyguide","ANSP (AUA)",2997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
