"YEAR","MONTH_NUM","MONTH_MON","FLT_DATE","ENTITY_NAME","ENTITY_TYPE","FLT_ERT_1","DLY_ERT_1","DLY_ERT_A_1","DLY_ERT_C_1","DLY_ERT_D_1","DLY_ERT_E_1","DLY_ERT_G_1","DLY_ERT_I_1","DLY_ERT_M_1","DLY_ERT_N_1","DLY_ERT_O_1","DLY_ERT_P_1","DLY_ERT_R_1","DLY_ERT_S_1","DLY_ERT_T_1","DLY_ERT_V_1","DLY_ERT_W_1","DLY_ERT_NA_1"
"2016",6,"JUN",01-JUN-16,"ANA LUX","ANSP (AUA)",207,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"ANS CR","ANSP (AUA)",2382,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"ARMATS","ANSP (AUA)",66,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"Albcontrol","ANSP (AUA)",558,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"Austro Control","ANSP (AUA)",2990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",6,"JUN",01-JUN-16,"Avinor","ANSP (AUA)",1971,491,0,0,0,0,0,0,0,0,0,0,0,491,0,0,0,0
"2016",6,"JUN",01-JUN-16,"BLUE MED FAB","FAB (FIR)",7435,792,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",6,"JUN",01-JUN-16,"BULATSA","ANSP (AUA)",2320,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"Baltic FAB","FAB (FIR)",2589,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"Belgocontrol","ANSP (AUA)",1849,844,0,0,0,0,0,0,0,0,0,0,0,844,0,0,0,0
"2016",6,"JUN",01-JUN-16,"Croatia Control","ANSP (AUA)",1721,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"DANUBE FAB","FAB (FIR)",2776,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"DCAC Cyprus","ANSP (AUA)",965,792,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",6,"JUN",01-JUN-16,"DFS","ANSP (AUA)",9036,8326,0,216,0,0,0,0,0,0,19,2286,0,444,0,0,5361,0
"2016",6,"JUN",01-JUN-16,"DHMI","ANSP (AUA)",3756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",6,"JUN",01-JUN-16,"DK-SE FAB","FAB (FIR)",3316,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"DSNA","ANSP (AUA)",9302,6067,0,6041,0,0,0,7,0,0,19,0,0,0,0,0,0,0
"2016",6,"JUN",01-JUN-16,"EANS","ANSP (AUA)",603,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"ENAIRE","ANSP (AUA)",5484,1134,0,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",6,"JUN",01-JUN-16,"ENAV","ANSP (AUA)",4915,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"EUROCONTROL Area (MS)","AREA (AUA)",31271,26595,0,8814,0,0,0,7,0,0,38,2286,0,1779,0,0,13671,0
"2016",6,"JUN",01-JUN-16,"FAB CE","FAB (FIR)",6378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",6,"JUN",01-JUN-16,"FAB CE (SES RP1)","FAB (FIR)",5820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",6,"JUN",01-JUN-16,"FAB CE (SES RP2)","FAB (FIR)",6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",6,"JUN",01-JUN-16,"FABEC","FAB (FIR)",18028,24078,0,6788,0,0,0,7,0,0,38,2286,0,1288,0,0,13671,0
"2016",6,"JUN",01-JUN-16,"Finavia","ANSP (AUA)",710,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"HCAA","ANSP (AUA)",2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",6,"JUN",01-JUN-16,"HungaroControl (EC)","ANSP (AUA)",2337,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"IAA","ANSP (AUA)",1877,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"LFV","ANSP (AUA)",2384,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"LGS","ANSP (AUA)",765,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"LPS","ANSP (AUA)",1478,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"LVNL","ANSP (AUA)",1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",6,"JUN",01-JUN-16,"M-NAV","ANSP (AUA)",439,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"MATS","ANSP (AUA)",359,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"MUAC","ANSP (AUA)",5367,8769,0,459,0,0,0,0,0,0,0,0,0,0,0,0,8310,0
"2016",6,"JUN",01-JUN-16,"MoldATSA","ANSP (AUA)",130,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"NATS (Continental)","ANSP (AUA)",7389,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",6,"JUN",01-JUN-16,"NAV Portugal (Continental)","ANSP (AUA)",1453,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"NAVIAIR","ANSP (AUA)",1963,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"NEFAB","FAB (FIR)",3243,491,0,0,0,0,0,0,0,0,0,0,0,491,0,0,0,0
"2016",6,"JUN",01-JUN-16,"Oro Navigacija","ANSP (AUA)",658,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"PANSA","ANSP (AUA)",2291,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"ROMATSA","ANSP (AUA)",1792,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"SAKAERONAVIGATSIA","ANSP (AUA)",313,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"SES Area (RP1)","AREA (AUA)",29472,26595,0,8814,0,0,0,7,0,0,38,2286,0,1779,0,0,13671,0
"2016",6,"JUN",01-JUN-16,"SES Area (RP2)","AREA (FIR)",29567,26595,0,8814,0,0,0,7,0,0,38,2286,0,1779,0,0,13671,0
"2016",6,"JUN",01-JUN-16,"SMATSA","ANSP (AUA)",2007,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"SW FAB","FAB (FIR)",5649,1134,0,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",6,"JUN",01-JUN-16,"Skyguide","ANSP (AUA)",3673,72,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",6,"JUN",01-JUN-16,"Slovenia Control","ANSP (AUA)",948,,,,,,,,,,,,,,,,,
"2016",6,"JUN",01-JUN-16,"UK-Ireland FAB","FAB (FIR)",7684,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",6,"JUN",01-JUN-16,"UkSATSE","ANSP (AUA)",589,,,,,,,,,,,,,,,,,
"2016",6,"JUN",02-JUN-16,"ANA LUX","ANSP (AUA)",237,,,,,,,,,,,,,,,,,
"2016",6,"JUN",02-JUN-16,"ANS CR","ANSP (AUA)",2403,,,,,,,,,,,,,,,,,
"2016",6,"JUN",02-JUN-16,"ARMATS","ANSP (AUA)",80,,,,,,,,,,,,,,,,,
"2016",6,"JUN",02-JUN-16,"Albcontrol","ANSP (AUA)",524,,,,,,,,,,,,,,,,,
"2016",6,"JUN",02-JUN-16,"Austro Control","ANSP (AUA)",2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",6,"JUN",02-JUN-16,"Avinor","ANSP (AUA)",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",6,"JUN",02-JUN-16,"BLUE MED FAB","FAB (FIR)",7409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",6,"JUN",02-JUN-16,"BULATSA","ANSP (AUA)",2252,,,,,,,,,,,,,,,,,
"2016",6,"JUN",02-JUN-16,"Baltic FAB","FAB (FIR)",2544,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",6,"JUN",02-JUN-16,"Belgocontrol","ANSP (AUA)",1849,1759,0,686,0,0,0,0,0,0,0,0,0,1073,0,0,0,0
"2016",6,"JUN",02-JUN-16,"Croatia Control","ANSP (AUA)",1685,,,,,,,,,,,,,,,,,
"2016",6,"JUN",02-JUN-16,"DANUBE FAB","FAB (FIR)",2675,,,,,,,,,,,,,,,,,
"2016",6,"JUN",02-JUN-16,"DCAC Cyprus","ANSP (AUA)",999,,,,,,,,,,,,,,,,,
"2016",6,"JUN",02-JUN-16,"DFS","ANSP (AUA)",9165,9070,0,434,0,0,0,0,0,0,520,1486,0,983,0,0,5647,0
