"YEAR","MONTH_NUM","MONTH_MON","FLT_DATE","ENTITY_NAME","ENTITY_TYPE","FLT_ERT_1","DLY_ERT_1","DLY_ERT_A_1","DLY_ERT_C_1","DLY_ERT_D_1","DLY_ERT_E_1","DLY_ERT_G_1","DLY_ERT_I_1","DLY_ERT_M_1","DLY_ERT_N_1","DLY_ERT_O_1","DLY_ERT_P_1","DLY_ERT_R_1","DLY_ERT_S_1","DLY_ERT_T_1","DLY_ERT_V_1","DLY_ERT_W_1","DLY_ERT_NA_1"
"2015",12,"DEC",01-DEC-15,"ANA LUX","ANSP (AUA)",187,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"ANS CR","ANSP (AUA)",1647,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"ARMATS","ANSP (AUA)",106,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"Albcontrol","ANSP (AUA)",321,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"Austro Control","ANSP (AUA)",1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",12,"DEC",01-DEC-15,"Avinor","ANSP (AUA)",1786,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"BLUE MED FAB","FAB (FIR)",4520,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"BULATSA","ANSP (AUA)",1484,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"Baltic FAB","FAB (FIR)",1869,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"Belgocontrol","ANSP (AUA)",1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",12,"DEC",01-DEC-15,"Croatia Control","ANSP (AUA)",948,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"DANUBE FAB","FAB (FIR)",1811,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"DCAC Cyprus","ANSP (AUA)",647,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"DFS","ANSP (AUA)",6910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",12,"DEC",01-DEC-15,"DHMI","ANSP (AUA)",2881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",12,"DEC",01-DEC-15,"DK-SE FAB","FAB (FIR)",2794,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"DSNA","ANSP (AUA)",6254,3644,0,0,0,0,0,387,0,0,0,3257,0,0,0,0,0,0
"2015",12,"DEC",01-DEC-15,"EANS","ANSP (AUA)",454,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"ENAIRE","ANSP (AUA)",3469,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"ENAV","ANSP (AUA)",3251,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"EUROCONTROL Area (MS)","AREA (AUA)",24224,3933,0,0,0,0,0,387,0,0,0,3546,0,0,0,0,0,0
"2015",12,"DEC",01-DEC-15,"FAB CE","FAB (FIR)",4189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",12,"DEC",01-DEC-15,"FAB CE (SES RP1)","FAB (FIR)",3797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",12,"DEC",01-DEC-15,"FAB CE (SES RP2)","FAB (FIR)",4174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",12,"DEC",01-DEC-15,"FABEC","FAB (FIR)",13364,3933,0,0,0,0,0,387,0,0,0,3546,0,0,0,0,0,0
"2015",12,"DEC",01-DEC-15,"Finavia","ANSP (AUA)",664,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"HCAA","ANSP (AUA)",1164,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"HungaroControl (EC)","ANSP (AUA)",1488,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"IAA","ANSP (AUA)",1403,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"LFV","ANSP (AUA)",1985,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"LGS","ANSP (AUA)",575,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"LPS","ANSP (AUA)",960,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"LVNL","ANSP (AUA)",1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",12,"DEC",01-DEC-15,"M-NAV","ANSP (AUA)",213,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"MATS","ANSP (AUA)",231,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"MUAC","ANSP (AUA)",4072,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"MoldATSA","ANSP (AUA)",91,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"NATS (Continental)","ANSP (AUA)",5483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",12,"DEC",01-DEC-15,"NAV Portugal (Continental)","ANSP (AUA)",1111,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"NAVIAIR","ANSP (AUA)",1714,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"NEFAB","FAB (FIR)",2858,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"Oro Navigacija","ANSP (AUA)",537,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"PANSA","ANSP (AUA)",1617,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"ROMATSA","ANSP (AUA)",1335,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"SAKAERONAVIGATSIA","ANSP (AUA)",315,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"SES Area (RP1)","AREA (AUA)",22668,3933,0,0,0,0,0,387,0,0,0,3546,0,0,0,0,0,0
"2015",12,"DEC",01-DEC-15,"SES Area (RP2)","AREA (FIR)",22751,3933,0,0,0,0,0,387,0,0,0,3546,0,0,0,0,0,0
"2015",12,"DEC",01-DEC-15,"SMATSA","ANSP (AUA)",1039,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"SW FAB","FAB (FIR)",3591,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"Skyguide","ANSP (AUA)",2586,289,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0
"2015",12,"DEC",01-DEC-15,"Slovenia Control","ANSP (AUA)",491,,,,,,,,,,,,,,,,,
"2015",12,"DEC",01-DEC-15,"UK-Ireland FAB","FAB (FIR)",5731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",12,"DEC",01-DEC-15,"UkSATSE","ANSP (AUA)",349,,,,,,,,,,,,,,,,,
"2015",12,"DEC",02-DEC-15,"ANA LUX","ANSP (AUA)",188,,,,,,,,,,,,,,,,,
"2015",12,"DEC",02-DEC-15,"ANS CR","ANSP (AUA)",1718,,,,,,,,,,,,,,,,,
"2015",12,"DEC",02-DEC-15,"ARMATS","ANSP (AUA)",94,,,,,,,,,,,,,,,,,
"2015",12,"DEC",02-DEC-15,"Albcontrol","ANSP (AUA)",342,,,,,,,,,,,,,,,,,
"2015",12,"DEC",02-DEC-15,"Austro Control","ANSP (AUA)",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",12,"DEC",02-DEC-15,"Avinor","ANSP (AUA)",1839,,,,,,,,,,,,,,,,,
"2015",12,"DEC",02-DEC-15,"BLUE MED FAB","FAB (FIR)",4549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",12,"DEC",02-DEC-15,"BULATSA","ANSP (AUA)",1508,,,,,,,,,,,,,,,,,
"2015",12,"DEC",02-DEC-15,"Baltic FAB","FAB (FIR)",1931,,,,,,,,,,,,,,,,,
"2015",12,"DEC",02-DEC-15,"Belgocontrol","ANSP (AUA)",1559,,,,,,,,,,,,,,,,,
"2015",12,"DEC",02-DEC-15,"Croatia Control","ANSP (AUA)",1002,,,,,,,,,,,,,,,,,
"2015",12,"DEC",02-DEC-15,"DANUBE FAB","FAB (FIR)",1897,,,,,,,,,,,,,,,,,
"2015",12,"DEC",02-DEC-15,"DCAC Cyprus","ANSP (AUA)",668,,,,,,,,,,,,,,,,,
"2015",12,"DEC",02-DEC-15,"DFS","ANSP (AUA)",7234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",12,"DEC",02-DEC-15,"DHMI","ANSP (AUA)",2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",12,"DEC",02-DEC-15,"DK-SE FAB","FAB (FIR)",2943,,,,,,,,,,,,,,,,,
"2015",12,"DEC",02-DEC-15,"DSNA","ANSP (AUA)",6174,5643,0,0,0,0,0,0,0,0,0,5643,0,0,0,0,0,0
"2015",12,"DEC",02-DEC-15,"EANS","ANSP (AUA)",490,,,,,,,,,,,,,,,,,
