"YEAR","MONTH_NUM","MONTH_MON","FLT_DATE","ENTITY_NAME","ENTITY_TYPE","FLT_ERT_1","DLY_ERT_1","DLY_ERT_A_1","DLY_ERT_C_1","DLY_ERT_D_1","DLY_ERT_E_1","DLY_ERT_G_1","DLY_ERT_I_1","DLY_ERT_M_1","DLY_ERT_N_1","DLY_ERT_O_1","DLY_ERT_P_1","DLY_ERT_R_1","DLY_ERT_S_1","DLY_ERT_T_1","DLY_ERT_V_1","DLY_ERT_W_1","DLY_ERT_NA_1","FLT_ERT_1_DLY","FLT_ERT_1_DLY_15"
"2016",10,"OCT",01-OCT-16,"ANA LUX","ANSP (AUA)",155,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"ANS CR","ANSP (AUA)",2411,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"ARMATS","ANSP (AUA)",116,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"Albcontrol","ANSP (AUA)",779,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"Austro Control","ANSP (AUA)",2929,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"Avinor","ANSP (AUA)",1138,305,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6
"2016",10,"OCT",01-OCT-16,"BULATSA","ANSP (AUA)",2621,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"Belgocontrol","ANSP (AUA)",1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",10,"OCT",01-OCT-16,"Croatia Control","ANSP (AUA)",2154,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"DCAC Cyprus","ANSP (AUA)",908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",10,"OCT",01-OCT-16,"DFS","ANSP (AUA)",8036,3981,0,175,0,0,0,0,0,0,0,0,0,2974,187,0,645,0,308,84
"2016",10,"OCT",01-OCT-16,"DHMI","ANSP (AUA)",4122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",10,"OCT",01-OCT-16,"DSNA","ANSP (AUA)",9123,18592,0,17571,0,0,0,0,0,0,0,0,0,1021,0,0,0,0,1058,505
"2016",10,"OCT",01-OCT-16,"EANS","ANSP (AUA)",568,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"ENAIRE","ANSP (AUA)",5866,2566,0,1447,0,0,0,0,0,0,0,0,0,1119,0,0,0,0,153,63
"2016",10,"OCT",01-OCT-16,"ENAV","ANSP (AUA)",5015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",10,"OCT",01-OCT-16,"EUROCONTROL Area (MS)","AREA (AUA)",26672,38299,0,22815,0,0,0,0,0,0,16,0,0,12480,252,0,2736,0,2390,968
"2016",10,"OCT",01-OCT-16,"Finavia","ANSP (AUA)",515,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"HCAA","ANSP (AUA)",2693,626,0,0,0,0,0,0,0,0,0,0,0,626,0,0,0,0,40,13
"2016",10,"OCT",01-OCT-16,"HungaroControl (EC)","ANSP (AUA)",2633,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"IAA","ANSP (AUA)",1727,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"LFV","ANSP (AUA)",1694,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"LGS","ANSP (AUA)",746,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"LPS","ANSP (AUA)",1777,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"LVNL","ANSP (AUA)",1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",10,"OCT",01-OCT-16,"M-NAV","ANSP (AUA)",642,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"MATS","ANSP (AUA)",349,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"MUAC","ANSP (AUA)",4923,4821,0,2666,0,0,0,0,0,0,0,0,0,2155,0,0,0,0,384,103
"2016",10,"OCT",01-OCT-16,"MoldATSA","ANSP (AUA)",134,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"NATS (Continental)","ANSP (AUA)",6366,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450,0,60,35
"2016",10,"OCT",01-OCT-16,"NAV Portugal (Continental)","ANSP (AUA)",1708,65,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,4,2
"2016",10,"OCT",01-OCT-16,"NAVIAIR","ANSP (AUA)",1674,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"Oro Navigacija","ANSP (AUA)",688,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"PANSA","ANSP (AUA)",2337,5773,0,531,0,0,0,0,0,0,16,0,0,4585,0,0,641,0,348,153
"2016",10,"OCT",01-OCT-16,"ROMATSA","ANSP (AUA)",1929,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"SES Area (RP1)","AREA (AUA)",24843,38299,0,22815,0,0,0,0,0,0,16,0,0,12480,252,0,2736,0,2390,968
"2016",10,"OCT",01-OCT-16,"SMATSA","ANSP (AUA)",2417,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"Sakaeronavigatsia","ANSP (AUA)",358,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"Skyguide","ANSP (AUA)",3464,120,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
"2016",10,"OCT",01-OCT-16,"Slovenia Control","ANSP (AUA)",1088,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",01-OCT-16,"UkSATSE","ANSP (AUA)",691,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"ANA LUX","ANSP (AUA)",199,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"ANS CR","ANSP (AUA)",2422,721,0,273,0,0,0,0,0,0,0,0,0,448,0,0,0,0,45,19
"2016",10,"OCT",02-OCT-16,"ARMATS","ANSP (AUA)",143,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"Albcontrol","ANSP (AUA)",668,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"Austro Control","ANSP (AUA)",2905,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"Avinor","ANSP (AUA)",1492,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"BULATSA","ANSP (AUA)",2551,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"Belgocontrol","ANSP (AUA)",1713,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"Croatia Control","ANSP (AUA)",1923,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"DCAC Cyprus","ANSP (AUA)",1013,271,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,23,7
"2016",10,"OCT",02-OCT-16,"DFS","ANSP (AUA)",8322,1444,0,753,0,0,0,0,0,0,0,0,0,691,0,0,0,0,135,21
"2016",10,"OCT",02-OCT-16,"DHMI","ANSP (AUA)",4162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",10,"OCT",02-OCT-16,"DSNA","ANSP (AUA)",9492,16376,0,15545,0,0,0,0,831,0,0,0,0,0,0,0,0,0,960,448
"2016",10,"OCT",02-OCT-16,"EANS","ANSP (AUA)",542,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"ENAIRE","ANSP (AUA)",5921,4990,0,2015,0,0,0,0,0,0,0,0,0,0,0,0,2975,0,263,127
"2016",10,"OCT",02-OCT-16,"ENAV","ANSP (AUA)",5046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",10,"OCT",02-OCT-16,"EUROCONTROL Area (MS)","AREA (AUA)",28711,34043,0,21114,0,0,0,0,831,0,45,0,0,4934,0,0,7119,0,2147,854
"2016",10,"OCT",02-OCT-16,"Finavia","ANSP (AUA)",621,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"HCAA","ANSP (AUA)",2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",10,"OCT",02-OCT-16,"HungaroControl (EC)","ANSP (AUA)",2591,222,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2
"2016",10,"OCT",02-OCT-16,"IAA","ANSP (AUA)",1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",10,"OCT",02-OCT-16,"LFV","ANSP (AUA)",1951,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"LGS","ANSP (AUA)",663,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"LPS","ANSP (AUA)",1671,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"LVNL","ANSP (AUA)",1706,2729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2729,0,159,60
"2016",10,"OCT",02-OCT-16,"M-NAV","ANSP (AUA)",530,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"MATS","ANSP (AUA)",347,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"MUAC","ANSP (AUA)",5204,3055,0,1640,0,0,0,0,0,0,0,0,0,0,0,0,1415,0,226,74
"2016",10,"OCT",02-OCT-16,"MoldATSA","ANSP (AUA)",138,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"NATS (Continental)","ANSP (AUA)",6924,622,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,11
"2016",10,"OCT",02-OCT-16,"NAV Portugal (Continental)","ANSP (AUA)",1635,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"NAVIAIR","ANSP (AUA)",1756,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"Oro Navigacija","ANSP (AUA)",653,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"PANSA","ANSP (AUA)",2293,3613,0,44,0,0,0,0,0,0,45,0,0,3524,0,0,0,0,264,85
"2016",10,"OCT",02-OCT-16,"ROMATSA","ANSP (AUA)",1963,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"SES Area (RP1)","AREA (AUA)",26816,34043,0,21114,0,0,0,0,831,0,45,0,0,4934,0,0,7119,0,2147,854
"2016",10,"OCT",02-OCT-16,"SMATSA","ANSP (AUA)",2183,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"Sakaeronavigatsia","ANSP (AUA)",384,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"Skyguide","ANSP (AUA)",3728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",10,"OCT",02-OCT-16,"Slovenia Control","ANSP (AUA)",909,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",02-OCT-16,"UkSATSE","ANSP (AUA)",648,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",03-OCT-16,"ANA LUX","ANSP (AUA)",229,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",03-OCT-16,"ANS CR","ANSP (AUA)",2367,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",03-OCT-16,"ARMATS","ANSP (AUA)",118,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",03-OCT-16,"Albcontrol","ANSP (AUA)",492,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",03-OCT-16,"Austro Control","ANSP (AUA)",2865,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",03-OCT-16,"Avinor","ANSP (AUA)",1927,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",03-OCT-16,"BULATSA","ANSP (AUA)",2221,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",03-OCT-16,"Belgocontrol","ANSP (AUA)",1882,381,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6
"2016",10,"OCT",03-OCT-16,"Croatia Control","ANSP (AUA)",1670,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",03-OCT-16,"DCAC Cyprus","ANSP (AUA)",798,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",03-OCT-16,"DFS","ANSP (AUA)",8627,672,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,8
"2016",10,"OCT",03-OCT-16,"DHMI","ANSP (AUA)",3788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",10,"OCT",03-OCT-16,"DSNA","ANSP (AUA)",9361,2320,0,2096,0,0,0,0,224,0,0,0,0,0,0,0,0,0,194,48
"2016",10,"OCT",03-OCT-16,"EANS","ANSP (AUA)",573,,,,,,,,,,,,,,,,,,,
"2016",10,"OCT",03-OCT-16,"ENAIRE","ANSP (AUA)",5584,816,0,739,0,0,0,0,0,0,77,0,0,0,0,0,0,0,58,19
"2016",10,"OCT",03-OCT-16,"ENAV","ANSP (AUA)",4807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
