"YEAR","MONTH_NUM","MONTH_MON","FLT_DATE","ENTITY_NAME","ENTITY_TYPE","FLT_ERT_1","DLY_ERT_1","DLY_ERT_A_1","DLY_ERT_C_1","DLY_ERT_D_1","DLY_ERT_E_1","DLY_ERT_G_1","DLY_ERT_I_1","DLY_ERT_M_1","DLY_ERT_N_1","DLY_ERT_O_1","DLY_ERT_P_1","DLY_ERT_R_1","DLY_ERT_S_1","DLY_ERT_T_1","DLY_ERT_V_1","DLY_ERT_W_1","DLY_ERT_NA_1","FLT_ERT_1_DLY","FLT_ERT_1_DLY_15"
"2014",1,"JAN",01-JAN-14,"Albania","COUNTRY (FIR)",319,,,,,,,,,,,,,,,,,,,
"2014",1,"JAN",01-JAN-14,"Armenia","COUNTRY (FIR)",112,,,,,,,,,,,,,,,,,,,
"2014",1,"JAN",01-JAN-14,"Austria","COUNTRY (FIR)",1697,,,,,,,,,,,,,,,,,,,
"2014",1,"JAN",01-JAN-14,"Belgium","COUNTRY (FIR)",1835,,,,,,,,,,,,,,,,,,,
"2014",1,"JAN",01-JAN-14,"Bosnia and Herzegovina","COUNTRY (FIR)",357,,,,,,,,,,,,,,,,,,,
"2014",1,"JAN",01-JAN-14,"Bulgaria","COUNTRY (FIR)",823,,,,,,,,,,,,,,,,,,,
"2014",1,"JAN",01-JAN-14,"Croatia","COUNTRY (FIR)",698,,,,,,,,,,,,,,,,,,,
"2014",1,"JAN",01-JAN-14,"Cyprus","COUNTRY (FIR)",601,2302,0,0,0,0,0,0,0,0,0,2302,0,0,0,0,0,0,95,63
"2014",1,"JAN",01-JAN-14,"Czech Republic","COUNTRY (FIR)",1147,,,,,,,,,,,,,,,,,,,
"2014",1,"JAN",01-JAN-14,"Denmark","COUNTRY (FIR)",987,,,,,,,,,,,,,,,,,,,
"2014",1,"JAN",01-JAN-14,"Estonia","COUNTRY (FIR)",321,,,,,,,,,,,,,,,,,,,
"2014",1,"JAN",01-JAN-14,"Finland","COUNTRY (FIR)",370,,,,,,,,,,,,,,,,,,,
"2014",1,"JAN",01-JAN-14,"France","COUNTRY (FIR)",4901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014",1,"JAN",01-JAN-14,"Georgia","COUNTRY (FIR)",246,,,,,,,,,,,,,,,,,,,
"2014",1,"JAN",01-JAN-14,"Germany","COUNTRY (FIR)",4555,,,,,,,,,,,,,,,,,,,
"2014",1,"JAN",01-JAN-14,"Greece","COUNTRY (FIR)",884,,,,,,,,,,,,,,,,,,,
"2014",1,"JAN",01-JAN-14,"Hungary","COUNTRY (FIR)",950,,,,,,,,,,,,,,,,,,,
"2014",1,"JAN",01-JAN-14,"Ireland","COUNTRY (FIR)",761,,,,,,,,,,,,,,,,,,,
"2014",1,"JAN",01-JAN-14,"Italy","COUNTRY (FIR)",2780,,,,,,,,,,,,,,,,,,,
