"YEAR","MONTH_NUM","MONTH_MON","FLT_DATE","ENTITY_NAME","ENTITY_TYPE","FLT_ERT_1","DLY_ERT_1","DLY_ERT_A_1","DLY_ERT_C_1","DLY_ERT_D_1","DLY_ERT_E_1","DLY_ERT_G_1","DLY_ERT_I_1","DLY_ERT_M_1","DLY_ERT_N_1","DLY_ERT_O_1","DLY_ERT_P_1","DLY_ERT_R_1","DLY_ERT_S_1","DLY_ERT_T_1","DLY_ERT_V_1","DLY_ERT_W_1","DLY_ERT_NA_1"
"2015",1,"JAN",01-JAN-15,"ANA LUX","ANSP (AUA)",61,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"ANS CR","ANSP (AUA)",1210,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"ARMATS","ANSP (AUA)",85,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"Albcontrol","ANSP (AUA)",358,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"Austro Control","ANSP (AUA)",1396,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"Avinor","ANSP (AUA)",946,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"BLUE MED FAB","FAB (FIR)",3835,141,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0
"2015",1,"JAN",01-JAN-15,"BULATSA","ANSP (AUA)",1324,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"Baltic FAB","FAB (FIR)",1272,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"Belgocontrol","ANSP (AUA)",795,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"Croatia Control","ANSP (AUA)",778,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"DANUBE FAB","FAB (FIR)",1436,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"DCAC Cyprus","ANSP (AUA)",722,141,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0
"2015",1,"JAN",01-JAN-15,"DFS","ANSP (AUA)",4257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",1,"JAN",01-JAN-15,"DHMI","ANSP (AUA)",2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",1,"JAN",01-JAN-15,"DK-SE FAB","FAB (FIR)",1375,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"DSNA","ANSP (AUA)",4891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",1,"JAN",01-JAN-15,"EANS","ANSP (AUA)",390,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"ENAIRE","ANSP (AUA)",3013,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",1,"JAN",01-JAN-15,"ENAV","ANSP (AUA)",2618,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"EUROCONTROL Area (MS)","AREA (AUA)",15623,197,0,56,0,0,0,0,0,0,0,0,0,141,0,0,0,0
"2015",1,"JAN",01-JAN-15,"FAB CE","FAB (FIR)",3127,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"FAB CE (SES RP1)","FAB (FIR)",2806,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"FAB CE (SES RP2)","FAB (FIR)",3118,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"FABEC","FAB (FIR)",8993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",1,"JAN",01-JAN-15,"Finavia","ANSP (AUA)",372,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"HCAA","ANSP (AUA)",1024,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"HungaroControl (EC)","ANSP (AUA)",1230,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"IAA","ANSP (AUA)",1014,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"LFV","ANSP (AUA)",1005,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"LGS","ANSP (AUA)",462,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"LPS","ANSP (AUA)",777,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"LVNL","ANSP (AUA)",976,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"M-NAV","ANSP (AUA)",193,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"MATS","ANSP (AUA)",192,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"MUAC","ANSP (AUA)",2891,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"MoldATSA","ANSP (AUA)",54,,,,,,,,,,,,,,,,,
"2015",1,"JAN",01-JAN-15,"NATS (Continental)","ANSP (AUA)",3733,,,,,,,,,,,,,,,,,
