"YEAR","ENTITY_NAME","FLT_ERT_1","DLY_ERT_1","DLY_ERT_A_1","DLY_ERT_C_1","DLY_ERT_D_1","DLY_ERT_E_1","DLY_ERT_G_1","DLY_ERT_I_1","DLY_ERT_M_1","DLY_ERT_N_1","DLY_ERT_O_1","DLY_ERT_P_1","DLY_ERT_R_1","DLY_ERT_S_1","DLY_ERT_T_1","DLY_ERT_V_1","DLY_ERT_W_1","DLY_ERT_NA_1"
"2016","UK-Ireland FAB",232202,68626,0,27560,0,0,0,0,0,0,989,0,0,18363,0,0,21714,0
"2016","NEFAB",90493,3921,0,3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","FAB CE (SES RP2)",206030,6543,0,4657,0,0,0,0,0,0,14,0,0,0,0,0,1872,0
"2016","DANUBE FAB",90471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","FABEC",554364,466483,33,254166,0,0,462,22249,7522,950,21426,440,0,75717,22226,293,60999,0
"2016","BLUE MED FAB",244896,42738,0,23337,0,0,0,0,3330,0,0,0,0,14103,1968,0,0,0
"2016","Baltic FAB",80234,51768,0,5231,0,0,0,0,0,0,465,0,0,45530,0,0,542,0
"2016","DK-SE FAB",94778,5563,0,4,0,0,0,0,331,0,0,0,0,0,5228,0,0,0
"2016","SW FAB",185871,66925,0,51515,0,0,0,0,0,0,628,0,0,1137,283,0,13362,0
