"YEAR","ENTITY_NAME","FLT_ERT_1","DLY_ERT_1","DLY_ERT_A_1","DLY_ERT_C_1","DLY_ERT_D_1","DLY_ERT_E_1","DLY_ERT_G_1","DLY_ERT_I_1","DLY_ERT_M_1","DLY_ERT_N_1","DLY_ERT_O_1","DLY_ERT_P_1","DLY_ERT_R_1","DLY_ERT_S_1","DLY_ERT_T_1","DLY_ERT_V_1","DLY_ERT_W_1","DLY_ERT_NA_1"
"2016","UK-Ireland FAB",189494,26178,0,9857,0,0,0,0,0,0,4445,229,26,9548,0,0,2073,0
"2016","NEFAB",80402,7647,0,3509,0,0,0,0,0,0,0,0,0,4048,0,0,90,0
"2016","FAB CE (SES RP2)",144258,26,0,0,0,0,0,0,0,0,19,0,0,0,7,0,0,0
"2016","DANUBE FAB",63046,,,,,,,,,,,,,,,,,
"2016","FABEC",441389,689982,0,70801,0,0,246,473922,2483,0,25434,99760,0,9901,49,0,7386,0
"2016","BLUE MED FAB",160527,8888,0,4206,0,0,0,0,340,0,0,0,0,4342,0,0,0,0
"2016","Baltic FAB",60873,501,0,38,0,0,0,0,0,0,186,0,0,277,0,0,0,0
"2016","DK-SE FAB",82786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016","SW FAB",139051,79733,0,34785,0,0,0,0,0,0,44886,0,0,0,62,0,0,0
